actual_route,avg_latency_us,candidate_count,case_id,chosen_L,cpu_affinity_allowed_cpus,cpu_cap,cpu_cap_enforced,dest_prefix,elapsed_s,empty_count,fallback_count,flat_pq_pivots,flat_threshold,graph_count,insert_threads,layout,live_point_count,max_rss_kb,max_threshold,mean_candidate_count,mean_route_overhead_us,min_threshold,mode,p50_latency_us,p95_latency_us,p99_latency_us,per_node_read_request_bytes,phase,physical_read_unit_bytes,points,pq_bytes,prefilter_count,process_max_rss_kb,qps,query_peak_delta_kb,query_peak_rss_kb,raw_command,recall@10,replay_elapsed_s,replay_invocation,route,rss_after_query_kb,rss_before_query_kb,search_l,source_prefix,status,tau_m,threads,threshold_version,v1_source_prefix,v2_source_prefix,wall_s
prefilter,4780.530067,300000.0,cycle05_no_retrain_across_cycles_range_u30,420,0-15,16,True,,4.780775,0,0,,10000,0,16,supersector32k,1000000,287852,152038,300000.0,481.948,152038,measure-dynamic-search,4704.16,4946.681,6400.135,4096,pq_l420_super32k,4096,1000000,16,1000,287852,209.17111,1340,287852,/mnt/bak3/lzg/PipeANN-github/build/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/bak3/lzg/PipeANN-supersector32k-work/indexes/phaseC_cycle05_no_retrain_after_insert_super32k --jsonl-output /mnt/bak3/lzg/PipeANN-github/experiments/supersector32k_packing_aris_20260523/tmp/pq_l420_super32k_cycle05_no_retrain_across_cycles_range_u30_0.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route prefilter --search-l 420 --data-bin experiments/pq_drift_1m_aris_main_20260522/data/phaseC_cycle05_live_data_by_tag.bin --base-label-file experiments/pq_drift_1m_aris_main_20260522/labels/base_labels_1000000.spmat --query-bin /mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin experiments/pq_drift_1m_aris_main_20260522/truth/phaseC_cycle05_range_u30.bin --query-label-file /mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_range_u30.spmat --selector-type range --query-limit 1000,99.42,6.6934967041015625,taskset -c 0-15 /mnt/bak3/lzg/PipeANN-github/build/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/bak3/lzg/PipeANN-supersector32k-work/indexes/phaseC_cycle05_no_retrain_after_insert_super32k --jsonl-output /mnt/bak3/lzg/PipeANN-github/experiments/supersector32k_packing_aris_20260523/tmp/pq_l420_super32k_cycle05_no_retrain_across_cycles_range_u30_0.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route prefilter --search-l 420 --data-bin experiments/pq_drift_1m_aris_main_20260522/data/phaseC_cycle05_live_data_by_tag.bin --base-label-file experiments/pq_drift_1m_aris_main_20260522/labels/base_labels_1000000.spmat --query-bin /mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin experiments/pq_drift_1m_aris_main_20260522/truth/phaseC_cycle05_range_u30.bin --query-label-file /mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_range_u30.spmat --selector-type range --query-limit 1000,prefilter,287852,286512,420,/mnt/bak3/lzg/PipeANN-supersector32k-work/indexes/phaseC_cycle05_no_retrain_after_insert_super32k,ok,152038,1,0,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle05_no_retrain_after_insert,/mnt/bak3/lzg/PipeANN-supersector32k-work/indexes/phaseC_cycle05_no_retrain_after_insert_super32k,4.780775
