format,index_prefix,selector_type,query_label_file,query_count,threads,beamwidth,mem_L,route,L,hybrid_enabled,qps,avg_latency_us,p99_latency_us,mean_hops,mean_ios,mean_candidate_count,mean_route_overhead_us,fallback_count,prefilter_count,graph_count,empty_count,recall_at,process_max_rss_kb,max_rss_kb,recall,recall@10,chosen_L,status,bucket,filter_type,points,selected_route,exp6_latency_budget_ms,within_latency_budget,threshold_exceeded,target_recall@10,source_experiment
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_u50.spmat,1000,40,4,0,graph,100,False,1396.75,27932.779297,291779.0,0.0,113.905998,500000.0,246.988,0,0,1000,0,10,86860,86860,98.919998,98.919998,100,ok,u50,intersect,1000000,graph,10.0,False,True,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_u75.spmat,1000,1,4,0,graph,75,False,492.389618,1985.595947,2753.0,0.0,90.328003,750000.0,15.118,0,0,1000,0,10,45288,45288,99.07,99.07,75,ok,u75,intersect,1000000,graph,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_u75.spmat,1000,2,4,0,graph,75,False,1021.041199,1901.974976,3123.0,0.0,90.306999,750000.0,17.756,0,0,1000,0,10,46436,46436,99.07,99.07,75,ok,u75,intersect,1000000,graph,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_u75.spmat,1000,4,4,0,graph,75,False,1892.794434,2046.668945,3622.0,0.0,90.130997,750000.0,20.785,0,0,1000,0,10,48868,48868,99.059998,99.059998,75,ok,u75,intersect,1000000,graph,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_u75.spmat,1000,8,4,0,graph,75,False,3202.930908,2417.625,5415.0,0.0,89.972,750000.0,29.747,0,0,1000,0,10,52964,52964,99.089996,99.089996,75,ok,u75,intersect,1000000,graph,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_u75.spmat,1000,16,4,0,graph,75,False,4812.461426,3225.582031,13978.0,0.0,89.777,750000.0,42.581,0,0,1000,0,10,61080,61080,99.07,99.07,75,ok,u75,intersect,1000000,graph,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_u75.spmat,1000,24,4,0,graph,75,False,4782.301758,4861.207031,29974.0,0.0,89.603996,750000.0,64.182,0,0,1000,0,10,69612,69612,99.07,99.07,75,ok,u75,intersect,1000000,graph,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_u75.spmat,1000,32,4,0,graph,75,False,5505.362305,5637.212891,45005.0,0.0,89.703003,750000.0,134.016,0,0,1000,0,10,80660,80660,99.07,99.07,75,ok,u75,intersect,1000000,graph,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_u75.spmat,1000,40,4,0,graph,75,False,2167.791748,17932.181641,310300.0,0.0,89.684998,750000.0,245.319,0,0,1000,0,10,85732,85732,99.080002,99.080002,75,ok,u75,intersect,1000000,graph,10.0,False,True,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_u100.spmat,1000,1,4,0,graph,50,False,643.885742,1506.079956,3015.0,0.0,66.441002,1000000.0,20.243,0,0,1000,0,10,45200,45200,98.400002,98.400002,50,ok,u100,intersect,1000000,graph,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_u100.spmat,1000,2,4,0,graph,50,False,1339.412476,1450.996948,2415.0,0.0,66.457001,1000000.0,18.439,0,0,1000,0,10,46004,46004,98.379997,98.379997,50,ok,u100,intersect,1000000,graph,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_u100.spmat,1000,4,4,0,graph,50,False,2521.645996,1544.291016,3154.0,0.0,66.278,1000000.0,18.315,0,0,1000,0,10,48172,48172,98.400002,98.400002,50,ok,u100,intersect,1000000,graph,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_u100.spmat,1000,8,4,0,graph,50,False,4139.512695,1882.553955,8978.0,0.0,66.054001,1000000.0,21.526,0,0,1000,0,10,51680,51680,98.400002,98.400002,50,ok,u100,intersect,1000000,graph,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_u100.spmat,1000,16,4,0,graph,50,False,6156.552734,2518.816895,17524.0,0.0,65.862999,1000000.0,46.304,0,0,1000,0,10,59104,59104,98.360001,98.360001,50,ok,u100,intersect,1000000,graph,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_u100.spmat,1000,24,4,0,graph,50,False,5173.27832,4533.522949,21701.0,0.0,65.448997,1000000.0,78.54,0,0,1000,0,10,65648,65648,98.379997,98.379997,50,ok,u100,intersect,1000000,graph,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_u100.spmat,1000,32,4,0,graph,50,False,7316.751953,4240.890137,35236.0,0.0,65.655998,1000000.0,129.402,0,0,1000,0,10,73504,73504,98.400002,98.400002,50,ok,u100,intersect,1000000,graph,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_u100.spmat,1000,40,4,0,graph,50,False,3212.128662,11591.323242,243082.0,0.0,65.768997,1000000.0,150.209,0,0,1000,0,10,79748,79748,98.400002,98.400002,50,ok,u100,intersect,1000000,graph,10.0,False,True,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u1e-03.spmat,1000,1,4,0,prefilter,10,False,2387.656982,359.32901,867.0,0.0,96.0,1000.0,15.698,0,1000,0,0,10,44372,44372,100.0,100.0,10,ok,u1e-03,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u1e-03.spmat,1000,2,4,0,prefilter,10,False,3505.38623,500.563995,1818.0,0.0,96.0,1000.0,18.183,0,1000,0,0,10,45260,45260,100.0,100.0,10,ok,u1e-03,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u1e-03.spmat,1000,4,4,0,prefilter,10,False,5301.023438,670.773987,2204.0,0.0,96.0,1000.0,21.679,0,1000,0,0,10,46268,46268,100.0,100.0,10,ok,u1e-03,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u1e-03.spmat,1000,8,4,0,prefilter,10,False,5526.834473,1350.192017,3584.0,0.0,96.0,1000.0,26.797,0,1000,0,0,10,48956,48956,100.0,100.0,10,ok,u1e-03,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u1e-03.spmat,1000,16,4,0,prefilter,10,False,4587.731445,3379.971924,6989.0,0.0,96.0,1000.0,34.083,0,1000,0,0,10,54280,54280,100.0,100.0,10,ok,u1e-03,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u1e-03.spmat,1000,24,4,0,prefilter,10,False,4261.236328,5496.310059,11034.0,0.0,96.0,1000.0,48.614,0,1000,0,0,10,59164,59164,100.0,100.0,10,ok,u1e-03,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u1e-03.spmat,1000,32,4,0,prefilter,10,False,4156.293457,7520.810059,15547.0,0.0,96.0,1000.0,61.996,0,1000,0,0,10,64136,64136,100.0,100.0,10,ok,u1e-03,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u1e-03.spmat,1000,40,4,0,prefilter,10,False,4033.382568,9702.897461,18342.0,0.0,96.0,1000.0,63.943,0,1000,0,0,10,69512,69512,100.0,100.0,10,ok,u1e-03,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u1e-03.spmat,1000,52,4,0,prefilter,10,False,3863.310791,13190.007812,24501.0,0.0,96.0,1000.0,103.025,0,1000,0,0,10,77220,77220,100.0,100.0,10,ok,u1e-03,range,1000000,prefilter,10.0,False,True,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u3e-03.spmat,1000,1,4,0,prefilter,10,False,1394.991333,618.065002,1701.0,0.0,96.0,3000.0,40.24,0,1000,0,0,10,44400,44400,100.0,100.0,10,ok,u3e-03,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u3e-03.spmat,1000,2,4,0,prefilter,10,False,2813.141846,621.674011,1330.0,0.0,96.0,3000.0,33.663,0,1000,0,0,10,45336,45336,100.0,100.0,10,ok,u3e-03,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u3e-03.spmat,1000,4,4,0,prefilter,10,False,4718.354004,750.340027,2431.0,0.0,96.0,3000.0,36.066,0,1000,0,0,10,46772,46772,100.0,100.0,10,ok,u3e-03,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u3e-03.spmat,1000,8,4,0,prefilter,10,False,5579.672363,1323.947998,3978.0,0.0,96.0,3000.0,39.718,0,1000,0,0,10,48976,48976,100.0,100.0,10,ok,u3e-03,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u3e-03.spmat,1000,16,4,0,prefilter,10,False,3622.750732,4272.293945,8136.0,0.0,96.0,3000.0,57.308,0,1000,0,0,10,54408,54408,100.0,100.0,10,ok,u3e-03,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u3e-03.spmat,1000,24,4,0,prefilter,10,False,3943.595703,5921.352051,14002.0,0.0,96.0,3000.0,70.852,0,1000,0,0,10,59688,59688,100.0,100.0,10,ok,u3e-03,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u3e-03.spmat,1000,32,4,0,prefilter,10,False,3908.685303,7993.01123,15981.0,0.0,96.0,3000.0,78.051,0,1000,0,0,10,64748,64748,100.0,100.0,10,ok,u3e-03,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u3e-03.spmat,1000,40,4,0,prefilter,10,False,3339.255615,11699.822266,21201.0,0.0,96.0,3000.0,108.181,0,1000,0,0,10,70448,70448,100.0,100.0,10,ok,u3e-03,range,1000000,prefilter,10.0,False,True,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u1e-02.spmat,1000,1,4,0,prefilter,10,False,880.797363,1020.320007,2786.0,0.0,128.0,10000.0,54.988,0,1000,0,0,10,45024,45024,100.0,100.0,10,ok,u1e-02,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u1e-02.spmat,1000,2,4,0,prefilter,10,False,1489.242676,1219.82605,3325.0,0.0,128.0,10000.0,56.607,0,1000,0,0,10,45736,45736,100.0,100.0,10,ok,u1e-02,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u1e-02.spmat,1000,4,4,0,prefilter,10,False,2232.436279,1655.072021,4235.0,0.0,128.0,10000.0,64.775,0,1000,0,0,10,47648,47648,100.0,100.0,10,ok,u1e-02,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u1e-02.spmat,1000,8,4,0,prefilter,10,False,2478.807617,3081.474121,6700.0,0.0,128.0,10000.0,66.214,0,1000,0,0,10,51556,51556,100.0,100.0,10,ok,u1e-02,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u1e-02.spmat,1000,16,4,0,prefilter,10,False,1928.522339,8113.972168,13099.0,0.0,128.0,10000.0,79.463,0,1000,0,0,10,58540,58540,100.0,100.0,10,ok,u1e-02,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u1e-02.spmat,1000,24,4,0,prefilter,10,False,1804.171509,13064.785156,19410.0,0.0,128.0,10000.0,97.666,0,1000,0,0,10,65732,65732,100.0,100.0,10,ok,u1e-02,range,1000000,prefilter,10.0,False,True,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u5e-02.spmat,1000,1,4,0,prefilter,10,False,384.733124,2405.927002,6795.0,0.0,160.0,50000.0,73.3,0,1000,0,0,10,45416,45416,100.0,100.0,10,ok,u5e-02,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u5e-02.spmat,1000,2,4,0,prefilter,10,False,692.451111,2691.238037,7568.0,0.0,160.0,50000.0,71.816,0,1000,0,0,10,46860,46860,100.0,100.0,10,ok,u5e-02,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u5e-02.spmat,1000,4,4,0,prefilter,10,False,1248.33606,3000.063965,8029.0,0.0,160.0,50000.0,73.504,0,1000,0,0,10,48792,48792,100.0,100.0,10,ok,u5e-02,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u5e-02.spmat,1000,8,4,0,prefilter,10,False,1743.092773,4361.229004,11032.0,0.0,160.0,50000.0,80.419,0,1000,0,0,10,53684,53684,100.0,100.0,10,ok,u5e-02,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u5e-02.spmat,1000,16,4,0,prefilter,10,False,1554.957153,10018.134766,18741.0,0.0,160.0,50000.0,94.801,0,1000,0,0,10,63072,63072,100.0,100.0,10,ok,u5e-02,range,1000000,prefilter,10.0,False,True,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u1e-01.spmat,1000,1,4,0,prefilter,10,False,263.885956,3534.00708,4215.0,0.0,160.0,100000.0,86.124,0,1000,0,0,10,46376,46376,100.0,100.0,10,ok,u1e-01,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u1e-01.spmat,1000,2,4,0,prefilter,10,False,436.998779,4291.615234,11855.0,0.0,160.0,100000.0,83.664,0,1000,0,0,10,48160,48160,100.0,100.0,10,ok,u1e-01,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u1e-01.spmat,1000,4,4,0,prefilter,10,False,980.809509,3813.430908,11946.0,0.0,160.0,100000.0,73.345,0,1000,0,0,10,51356,51356,100.0,100.0,10,ok,u1e-01,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u1e-01.spmat,1000,8,4,0,prefilter,10,False,1604.947266,4684.444824,13442.0,0.0,160.0,100000.0,84.062,0,1000,0,0,10,55880,55880,100.0,100.0,10,ok,u1e-01,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u1e-01.spmat,1000,16,4,0,prefilter,10,False,1589.44519,9642.883789,19039.0,0.0,160.0,100000.0,111.748,0,1000,0,0,10,67360,67360,100.0,100.0,10,ok,u1e-01,range,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u1e-01.spmat,1000,24,4,0,prefilter,10,False,1433.140137,16168.766602,29354.0,0.0,160.0,100000.0,139.608,0,1000,0,0,10,78632,78632,100.0,100.0,10,ok,u1e-01,range,1000000,prefilter,10.0,False,True,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u25.spmat,1000,1,4,0,graph,150,False,284.758301,3406.611084,5781.0,0.0,163.751999,250000.0,113.252,0,0,1000,0,10,46268,46268,98.389999,98.389999,150,ok,u25,range,1000000,graph,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u25.spmat,1000,2,4,0,graph,150,False,533.143005,3642.13208,10442.0,0.0,163.690994,250000.0,103.109,0,0,1000,0,10,48264,48264,98.400002,98.400002,150,ok,u25,range,1000000,graph,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u25.spmat,1000,4,4,0,graph,150,False,1059.317139,3672.574951,5896.0,0.0,163.544006,250000.0,81.682,0,0,1000,0,10,50380,50380,98.410004,98.410004,150,ok,u25,range,1000000,graph,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u25.spmat,1000,8,4,0,graph,150,False,1733.832642,4494.393066,10543.0,0.0,163.416,250000.0,90.165,0,0,1000,0,10,56800,56800,98.389999,98.389999,150,ok,u25,range,1000000,graph,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/exp6_query_thread_budget/tmp/direct_1m,range,/mnt/bak3/lzg/PipeANN-github/experiments/r75_suite/labels/query_1000_range_u25.spmat,1000,16,4,0,graph,150,False,2761.05127,5643.108887,17328.0,0.0,163.270996,250000.0,111.86,0,0,1000,0,10,67284,67284,98.389999,98.389999,150,ok,u25,range,1000000,graph,10.0,True,False,98.0,exp4_intersect_range_selectivity
