status,path,start_points,points,chosen_L,mode,route,threads,insert_threads,max_rss_kb,live_point_count,elapsed_s,qps,avg_latency_us,p50_latency_us,p95_latency_us,p99_latency_us,recall@10,process_max_rss_kb,rss_before_query_kb,rss_after_query_kb,query_peak_rss_kb,query_peak_delta_kb,mean_candidate_count,mean_route_overhead_us,prefilter_count,graph_count,fallback_count,empty_count,min_threshold,max_threshold
ok,direct_seed_250k,250000,250000,100,measure-dynamic-search,auto,1,1,150088,250000,99.535963,100.4662,9953.158947,9391.68,13136.049,15056.637,99.957,150088,85996,86644,86644,648,0.0,0.0,0,0,0,0,0,0
ok,direct_seed_250k,250000,500000,100,measure-dynamic-search,auto,1,1,150088,500000,95.340662,104.887042,9533.676222,9214.783,12564.941,15266.785,99.659,150088,144696,145308,145308,612,0.0,0.0,0,0,0,0,0,0
ok,direct_seed_250k,250000,750000,100,measure-dynamic-search,auto,1,1,215528,750000,94.358355,105.978956,9435.480033,9224.19,12530.289,14471.514,99.622,215528,214988,215528,215528,540,0.0,0.0,0,0,0,0,0,0
ok,direct_seed_250k,250000,1000000,100,measure-dynamic-search,auto,1,1,262036,1000000,94.297757,106.047061,9429.439958,9263.766,12490.056,14021.209,99.566,262036,261192,262032,262032,840,0.0,0.0,0,0,0,0,0,0
ok,direct_seed_500k,500000,500000,100,measure-dynamic-search,auto,1,1,150088,500000,96.417327,103.715797,9641.346155,9226.666,12519.473,14234.831,99.743,150088,146952,147624,147624,672,0.0,0.0,0,0,0,0,0,0
ok,direct_seed_500k,500000,750000,100,measure-dynamic-search,auto,1,1,219492,750000,92.773077,107.789892,9276.928629,9205.029,12190.769,13622.935,99.709,219492,218936,219492,219492,556,0.0,0.0,0,0,0,0,0,0
ok,direct_seed_500k,500000,1000000,100,measure-dynamic-search,auto,1,1,265336,1000000,91.54814,109.232148,9154.43928,9223.471,9640.572,10262.246,99.706,265336,264644,265332,265332,688,0.0,0.0,0,0,0,0,0,0
