cycle_elapsed_before_search_s,cycle_idx,delete_count,delete_elapsed_s,delete_merge_s,delete_ms_per_vector,evidence_source,insert_count,insert_elapsed_s,insert_merge_s,maintenance_build_wall_s,maintenance_cpu_cap,maintenance_prefix,pq_recode_wall_s,pq_train_wall_s,trigger_policy
973.8136565685272,1,600000,2.285705,42.103449,0.0038095083333333332,chain_triggered_retrain,600000,589.344948,22.801541,310.8992371559143,16,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle01_triggered_retrain,3.14207,2.97459,always_after_initial_1m_and_each_60pct_replacement
1019.7753028869629,2,600000,1.617209,42.167358,0.002695348333333333,chain_triggered_retrain,600000,632.288851,22.981388,314.5484344959259,16,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle02_triggered_retrain,3.47131,2.95018,always_after_initial_1m_and_each_60pct_replacement
966.0607252120972,3,600000,2.185992,40.834976,0.0036433200000000002,chain_triggered_retrain,600000,596.324614,22.439262,298.0862250328064,16,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle03_triggered_retrain,2.32472,2.90235,always_after_initial_1m_and_each_60pct_replacement
973.0609974861145,4,600000,1.511783,39.777497,0.0025196383333333334,chain_triggered_retrain,600000,598.067127,22.57074,304.920622587204,16,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle04_triggered_retrain,3.00223,2.97561,always_after_initial_1m_and_each_60pct_replacement
977.3147780895233,5,600000,1.205724,40.390289,0.0020095399999999998,chain_triggered_retrain,600000,600.97376,23.029911,305.54482221603394,16,/mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_triggered_chain_1m_20260602T142517Z/indexes/chain_cycle05_triggered_retrain,3.41263,2.95356,always_after_initial_1m_and_each_60pct_replacement
