actual_route,avg_latency_us,candidate_count,chosen_L,cpu_affinity_allowed_cpus,cpu_cap,cpu_cap_enforced,dest_prefix,elapsed_s,empty_count,fallback_count,flat_build_memory_gb,flat_pq_pivots,flat_threshold,graph_count,insert_threads,live_point_count,max_rss_kb,max_threshold,mean_candidate_count,mean_cpu_us,mean_cpu_us1,mean_cpu_us2,mean_io_us,mean_n_4k,mean_n_cmps,mean_n_hops,mean_n_ios,mean_query_total_us,mean_read_size,mean_route_overhead_us,min_threshold,mode,online_flat_materialize,p50_latency_us,p95_cpu_us,p95_io_us,p95_latency_us,p95_n_4k,p95_n_cmps,p95_n_hops,p95_n_ios,p95_query_total_us,p95_read_size,p99_latency_us,phase,points,pq_bytes,prefilter_count,process_max_rss_kb,qps,query_peak_delta_kb,query_peak_rss_kb,raw_command,recall@10,route,rss_after_query_kb,rss_before_query_kb,search_l,source_prefix,status,tau_m,threads,threshold_version,wall_s
prefilter,11570.296305,750000.0,500,0-15,16,True,,11.571063,0,0,1,,10000,0,16,1000000,1425740,0,750000.0,0.0,0.0,0.0,0.0,500.0,750000.0,0.0,500.0,11564.058,2048000.0,826.775,0,measure-dynamic-search,False,11395.746,0.0,0.0,12393.684,500.0,750000.0,0.0,500.0,12382.0,2048000.0,13356.886,measure-dynamic-search,1000000,16,1000,1425740,86.422482,1316,276208,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/indexes/chain_cycle03_pq_only --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/raw/calibration_chain_cycle03_pq_only_intersect_u75.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route prefilter --search-l 500 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/data/chain_cycle03_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/truth/chain_cycle03_pq_only_intersect_u75.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u75.spmat --selector-type intersect --query-limit 1000,98.65,prefilter,276208,274892,500,/mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/indexes/chain_cycle03_pq_only,ok,0,1,0,11.571063
mixed,1818.339866,750000.0,50,0-15,16,True,,1.818542,0,1000,1,,10000,0,16,1000000,1425740,0,750000.0,5241.55,0.0,1699.601,0.0,75.568,5241.55,0.0,75.568,1735.466,309526.528,19.251,0,measure-dynamic-search,False,1608.787,6812.0,0.0,1935.17,88.0,6812.0,0.0,88.0,1850.0,360448.0,2542.803,measure-dynamic-search,1000000,16,0,1425740,549.891086,848,275824,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/indexes/chain_cycle03_pq_only --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/raw/calibration_chain_cycle03_pq_only_intersect_u75.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 50 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/data/chain_cycle03_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/truth/chain_cycle03_pq_only_intersect_u75.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u75.spmat --selector-type intersect --query-limit 1000,73.75,graph,275824,274976,50,/mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/indexes/chain_cycle03_pq_only,ok,0,1,0,1.818542
mixed,2115.691222,750000.0,75,0-15,16,True,,2.115943,0,1000,1,,10000,0,16,1000000,1425740,0,750000.0,6630.546,0.0,1962.144,0.0,98.694,6630.546,0.0,98.694,2004.52,404250.624,21.813,0,measure-dynamic-search,False,2075.522,8426.0,0.0,2385.307,109.0,8426.0,0.0,109.0,2270.0,446464.0,2710.023,measure-dynamic-search,1000000,16,0,1425740,472.602624,848,277860,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/indexes/chain_cycle03_pq_only --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/raw/calibration_chain_cycle03_pq_only_intersect_u75.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 75 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/data/chain_cycle03_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/truth/chain_cycle03_pq_only_intersect_u75.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u75.spmat --selector-type intersect --query-limit 1000,80.74,graph,277860,277012,75,/mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/indexes/chain_cycle03_pq_only,ok,0,1,0,2.115943
mixed,2568.838228,750000.0,100,0-15,16,True,,2.56908,0,1000,1,,10000,0,16,1000000,1425740,0,750000.0,7897.748,0.0,2393.041,0.0,122.957,7897.748,0.0,122.957,2437.739,503631.872,21.692,0,measure-dynamic-search,False,2533.541,10100.0,0.0,2864.533,133.0,10100.0,0.0,133.0,2707.0,544768.0,3289.101,measure-dynamic-search,1000000,16,0,1425740,389.244381,848,275828,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/indexes/chain_cycle03_pq_only --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/raw/calibration_chain_cycle03_pq_only_intersect_u75.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 100 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/data/chain_cycle03_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/truth/chain_cycle03_pq_only_intersect_u75.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u75.spmat --selector-type intersect --query-limit 1000,85.27,graph,275828,274980,100,/mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/indexes/chain_cycle03_pq_only,ok,0,1,0,2.56908
mixed,3518.396889,750000.0,150,0-15,16,True,,3.518622,0,1000,1,,10000,0,16,1000000,1425740,0,750000.0,10128.01,0.0,3310.139,0.0,171.492,10128.01,0.0,171.492,3362.959,702431.232,23.204,0,measure-dynamic-search,False,3488.428,13088.0,0.0,3770.136,181.0,13088.0,0.0,181.0,3621.0,741376.0,4111.711,measure-dynamic-search,1000000,16,0,1425740,284.202164,916,276088,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/indexes/chain_cycle03_pq_only --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/raw/calibration_chain_cycle03_pq_only_intersect_u75.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 150 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/data/chain_cycle03_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/truth/chain_cycle03_pq_only_intersect_u75.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u75.spmat --selector-type intersect --query-limit 1000,90.24,graph,276088,275172,150,/mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/indexes/chain_cycle03_pq_only,ok,0,1,0,3.518622
mixed,4473.546844,750000.0,200,0-15,16,True,,4.473798,0,1000,1,,10000,0,16,1000000,1425740,0,750000.0,12126.398,0.0,4226.785,0.0,220.483,12126.398,0.0,220.483,4286.326,903098.368,23.852,0,measure-dynamic-search,False,4436.569,15779.0,0.0,4764.419,229.0,15779.0,0.0,229.0,4562.0,937984.0,5128.538,measure-dynamic-search,1000000,16,0,1425740,223.523742,5908,280848,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/indexes/chain_cycle03_pq_only --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/raw/calibration_chain_cycle03_pq_only_intersect_u75.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 200 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/data/chain_cycle03_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/truth/chain_cycle03_pq_only_intersect_u75.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u75.spmat --selector-type intersect --query-limit 1000,92.94,graph,280848,274940,200,/mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/indexes/chain_cycle03_pq_only,ok,0,1,0,4.473798
mixed,5467.816127,750000.0,250,0-15,16,True,,5.468097,0,1000,1,,10000,0,16,1000000,1425740,0,750000.0,13996.137,0.0,5163.394,0.0,269.75,13996.137,0.0,269.75,5229.622,1104896.0,24.323,0,measure-dynamic-search,False,5430.654,18289.0,0.0,5747.463,278.0,18289.0,0.0,278.0,5498.0,1138688.0,6236.694,measure-dynamic-search,1000000,16,0,1425740,182.878974,15252,292228,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/indexes/chain_cycle03_pq_only --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/raw/calibration_chain_cycle03_pq_only_intersect_u75.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 250 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/data/chain_cycle03_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/truth/chain_cycle03_pq_only_intersect_u75.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u75.spmat --selector-type intersect --query-limit 1000,94.37,graph,292228,276976,250,/mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/indexes/chain_cycle03_pq_only,ok,0,1,0,5.468097
mixed,6454.103917,750000.0,300,0-15,16,True,,6.454388,0,1000,1,,10000,0,16,1000000,1425740,0,750000.0,15754.288,0.0,6117.87,0.0,319.268,15754.288,0.0,319.268,6191.961,1307721.728,26.48,0,measure-dynamic-search,False,6410.506,20818.0,0.0,6772.228,327.0,20818.0,0.0,327.0,6509.0,1339392.0,7122.987,measure-dynamic-search,1000000,16,0,1425740,154.933365,12184,287332,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/indexes/chain_cycle03_pq_only --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/raw/calibration_chain_cycle03_pq_only_intersect_u75.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 300 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/data/chain_cycle03_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/truth/chain_cycle03_pq_only_intersect_u75.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u75.spmat --selector-type intersect --query-limit 1000,95.34,graph,287332,275148,300,/mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/indexes/chain_cycle03_pq_only,ok,0,1,0,6.454388
mixed,8310.496526,750000.0,400,0-15,16,True,,8.310747,0,1000,1,,10000,0,16,1000000,1425740,0,750000.0,18998.117,0.0,7925.991,0.0,418.192,18998.117,0.0,418.192,8010.801,1712914.432,24.012,0,measure-dynamic-search,False,8271.412,25282.0,0.0,8632.477,426.0,25282.0,0.0,426.0,8320.0,1744896.0,9047.435,measure-dynamic-search,1000000,16,0,1425740,120.326133,13332,288292,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/indexes/chain_cycle03_pq_only --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/raw/calibration_chain_cycle03_pq_only_intersect_u75.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 400 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/data/chain_cycle03_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/truth/chain_cycle03_pq_only_intersect_u75.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u75.spmat --selector-type intersect --query-limit 1000,96.68,graph,288292,274960,400,/mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/indexes/chain_cycle03_pq_only,ok,0,1,0,8.310747
mixed,9323.02965,750000.0,450,0-15,16,True,,9.323416,0,1000,1,,10000,0,16,1000000,1425740,0,750000.0,20529.934,0.0,8904.203,0.0,467.716,20529.934,0.0,467.716,8998.224,1915764.736,27.421,0,measure-dynamic-search,False,9267.773,27394.0,0.0,9666.91,475.0,27394.0,0.0,475.0,9329.0,1945600.0,10057.618,measure-dynamic-search,1000000,16,0,1425740,107.256822,14680,291964,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/indexes/chain_cycle03_pq_only --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/raw/calibration_chain_cycle03_pq_only_intersect_u75.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 450 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/data/chain_cycle03_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/truth/chain_cycle03_pq_only_intersect_u75.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u75.spmat --selector-type intersect --query-limit 1000,96.99,graph,291964,277284,450,/mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/indexes/chain_cycle03_pq_only,ok,0,1,0,9.323416
mixed,9704.562762,750000.0,470,0-15,16,True,,9.704862,0,1000,1,,10000,0,16,1000000,1425740,0,750000.0,21134.466,0.0,9293.098,0.0,487.669,21134.466,0.0,487.669,9384.479,1997492.224,23.663,0,measure-dynamic-search,False,9655.826,28225.0,0.0,10022.042,495.0,28225.0,0.0,495.0,9736.0,2027520.0,10418.552,measure-dynamic-search,1000000,16,0,1425740,103.041133,14100,289016,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/indexes/chain_cycle03_pq_only --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/raw/calibration_chain_cycle03_pq_only_intersect_u75.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 470 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/data/chain_cycle03_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/truth/chain_cycle03_pq_only_intersect_u75.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u75.spmat --selector-type intersect --query-limit 1000,97.17,graph,289016,274916,470,/mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/indexes/chain_cycle03_pq_only,ok,0,1,0,9.704862
mixed,10711.936181,750000.0,500,0-15,16,True,,10.712198,0,1000,1,,10000,0,16,1000000,1425740,0,750000.0,22047.405,0.0,10259.798,0.0,517.68,22047.405,0.0,517.68,10360.616,2120417.28,26.611,0,measure-dynamic-search,False,10430.506,29468.0,0.0,10831.512,525.0,29468.0,0.0,525.0,10525.0,2150400.0,11740.465,measure-dynamic-search,1000000,16,0,1425740,93.351525,23380,298340,/mnt/nvme1n1/PipeANN-github/build_reviewed_20260602_querycache/tests/dynamic_update_suite_driver --mode measure-dynamic-search --source-prefix /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/indexes/chain_cycle03_pq_only --jsonl-output /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/raw/calibration_chain_cycle03_pq_only_intersect_u75.jsonl --insert-threads 16 --search-threads 1 --merge-threads 16 --build-l 220 --build-r 116 --beamwidth 4 --k 10 --cpu-cap 16 --metric l2 --route graph --search-l 500 --data-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/data/chain_cycle03_live_data_by_tag.bin --base-label-file /mnt/nvme1n1/PipeANN-github/experiments/v100_early_pq_10k_full_20260602T031600Z/labels/base_labels_1000000.spmat --query-bin /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/data/sift_query_1000.bin --truthset-bin /mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/truth/chain_cycle03_pq_only_intersect_u75.bin --query-label-file /mnt/nvme1n1/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u75.spmat --selector-type intersect --query-limit 1000,97.4,graph,298340,274960,500,/mnt/nvme1n1/PipeANN-github/experiments/v100_pq_only_chain_1m_20260603T055115Z/indexes/chain_cycle03_pq_only,ok,0,1,0,10.712198
