case_id,cycle_idx,variant,selector_type,bucket,result_source,route,actual_route,configured_L,search_l,recall@10,avg_latency_us,p50_latency_us,p95_latency_us,p99_latency_us,qps,mean_candidate_count,mean_route_overhead_us,prefilter_count,graph_count,fallback_count,cpu_cap_enforced,supports_recall_claim,selection_policy,source_prefix
cycle02_no_retrain_across_cycles_range_u3e-03,2,no_retrain_across_cycles,range,u3e-03,original_selected,prefilter,prefilter,50,50,99.79,210.041051,206.557,229.284,266.279,4758.490998,3000.0,67.237,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle02_no_retrain_after_insert
cycle02_no_retrain_across_cycles_range_u1e-02,2,no_retrain_across_cycles,range,u1e-02,original_selected,prefilter,prefilter,50,50,99.65,429.444784,424.941,463.442,500.382,2327.87563,10000.0,143.141,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle02_no_retrain_after_insert
cycle02_no_retrain_across_cycles_range_u5e-02,2,no_retrain_across_cycles,range,u5e-02,original_selected,prefilter,prefilter,100,100,99.25,1153.198878,1138.882,1216.447,1289.538,867.021613,50000.0,236.683,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle02_no_retrain_after_insert
cycle02_no_retrain_across_cycles_range_u1e-01,2,no_retrain_across_cycles,range,u1e-01,original_selected,prefilter,prefilter,150,150,98.58,1825.042147,1771.517,2016.428,2048.364,547.875684,100000.0,286.792,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle02_no_retrain_after_insert
cycle02_no_retrain_across_cycles_range_u25,2,no_retrain_across_cycles,range,u25,original_selected,prefilter,prefilter,100,100,98.37,3760.581595,3704.73,3944.628,3987.317,265.903502,250000.0,427.741,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle02_no_retrain_after_insert
cycle02_no_retrain_across_cycles_range_u30,2,no_retrain_across_cycles,range,u30,original_selected,prefilter,prefilter,50,50,98.0,4358.978436,4309.323,4558.567,4624.854,229.400336,300000.0,475.439,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle02_no_retrain_after_insert
cycle02_no_retrain_across_cycles_range_u50,2,no_retrain_across_cycles,range,u50,original_selected,prefilter,prefilter,250,250,98.52,6905.031912,6865.947,7143.948,7378.83,144.816739,500000.0,669.992,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle02_no_retrain_after_insert
cycle02_no_retrain_across_cycles_range_u75,2,no_retrain_across_cycles,range,u75,original_selected,graph,mixed,400,400,98.06,8244.378115,8189.794,8723.148,9476.437,121.292138,750000.0,58.691,0,0,1000,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle02_no_retrain_after_insert
cycle02_no_retrain_across_cycles_range_u100,2,no_retrain_across_cycles,range,u100,original_selected,graph,mixed,400,400,98.55,8368.605336,8295.638,8933.584,9288.107,119.491498,1000000.0,67.2,0,0,1000,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle02_no_retrain_after_insert
cycle03_retrain_each_cycle_intersect_u1e-03,3,retrain_each_cycle,intersect,u1e-03,original_selected,prefilter,prefilter,50,50,99.96,132.646444,131.393,137.839,149.417,7536.058646,1000.0,49.858,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_retrain_each_cycle
cycle03_retrain_each_cycle_intersect_u3e-03,3,retrain_each_cycle,intersect,u3e-03,original_selected,prefilter,prefilter,50,50,99.46,170.750443,168.968,180.001,201.69,5854.384206,3000.0,50.984,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_retrain_each_cycle
cycle03_retrain_each_cycle_intersect_u1e-02,3,retrain_each_cycle,intersect,u1e-02,original_selected,prefilter,prefilter,50,50,99.53,303.597956,301.268,316.664,351.417,3292.946497,10000.0,57.082,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_retrain_each_cycle
cycle03_retrain_each_cycle_intersect_u5e-02,3,retrain_each_cycle,intersect,u5e-02,original_selected,prefilter,prefilter,50,50,99.15,898.173848,894.746,970.514,1006.144,1113.22179,50000.0,101.91,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_retrain_each_cycle
cycle03_retrain_each_cycle_intersect_u1e-01,3,retrain_each_cycle,intersect,u1e-01,original_selected,prefilter,prefilter,50,50,98.74,1609.221043,1552.109,1792.604,1815.987,621.380654,100000.0,147.937,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_retrain_each_cycle
cycle03_retrain_each_cycle_intersect_u25,3,retrain_each_cycle,intersect,u25,original_selected,prefilter,prefilter,400,400,98.22,3949.803168,3858.861,4111.267,5613.181,253.166349,250000.0,312.963,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_retrain_each_cycle
cycle03_retrain_each_cycle_intersect_u30,3,retrain_each_cycle,intersect,u30,original_selected,prefilter,prefilter,400,400,98.21,4483.2187,4428.063,4664.866,4743.635,223.046731,300000.0,363.262,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_retrain_each_cycle
cycle03_retrain_each_cycle_intersect_u50,3,retrain_each_cycle,intersect,u50,original_selected,prefilter,prefilter,400,400,98.35,6983.174477,6920.476,7158.953,7206.013,143.198045,500000.0,577.282,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_retrain_each_cycle
cycle03_retrain_each_cycle_intersect_u75,3,retrain_each_cycle,intersect,u75,phase2_targeted_rerun_replacement,graph,graph,450,450,98.03,9168.319242,9120.914,9503.304,9981.295,109.069106,750000.0,16.43,0,1000,0,True,True,expanded_l_sweep_fastest_feasible_recall_ge_98_with_L450_L470_targeted_rerun,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_retrain_each_cycle
cycle03_retrain_each_cycle_intersect_u100,3,retrain_each_cycle,intersect,u100,original_selected,graph,graph,400,400,98.03,8293.523215,8125.052,9972.903,11512.773,120.573401,1000000.0,15.542,0,1000,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_retrain_each_cycle
cycle03_retrain_each_cycle_range_u1e-03,3,retrain_each_cycle,range,u1e-03,original_selected,prefilter,prefilter,75,75,99.96,133.320683,131.756,139.523,160.614,7497.616114,1000.0,49.851,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_retrain_each_cycle
cycle03_retrain_each_cycle_range_u3e-03,3,retrain_each_cycle,range,u3e-03,original_selected,prefilter,prefilter,75,75,99.46,231.831481,230.479,239.526,265.196,4312.170772,3000.0,71.435,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_retrain_each_cycle
cycle03_retrain_each_cycle_range_u1e-02,3,retrain_each_cycle,range,u1e-02,original_selected,prefilter,prefilter,75,75,99.53,316.683413,313.539,331.845,364.202,3156.793458,10000.0,66.886,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_retrain_each_cycle
cycle03_retrain_each_cycle_range_u5e-02,3,retrain_each_cycle,range,u5e-02,original_selected,prefilter,prefilter,150,150,99.15,914.659247,913.476,987.392,1027.682,1093.15291,50000.0,115.815,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_retrain_each_cycle
cycle03_retrain_each_cycle_range_u1e-01,3,retrain_each_cycle,range,u1e-01,original_selected,prefilter,prefilter,100,100,98.74,1629.741813,1576.769,1812.813,1841.337,613.544968,100000.0,167.811,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_retrain_each_cycle
cycle03_retrain_each_cycle_range_u25,3,retrain_each_cycle,range,u25,original_selected,prefilter,prefilter,400,400,98.22,4718.960177,5161.112,5653.317,5752.258,211.902332,250000.0,411.404,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_retrain_each_cycle
cycle03_retrain_each_cycle_range_u30,3,retrain_each_cycle,range,u30,original_selected,prefilter,prefilter,400,400,98.21,4558.463586,4512.407,4757.191,4824.057,219.365301,300000.0,397.977,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_retrain_each_cycle
cycle03_retrain_each_cycle_range_u50,3,retrain_each_cycle,range,u50,original_selected,prefilter,prefilter,400,400,98.35,7013.844852,6957.068,7193.313,7215.449,142.571474,500000.0,614.943,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_retrain_each_cycle
cycle03_retrain_each_cycle_range_u75,3,retrain_each_cycle,range,u75,phase2_targeted_rerun_replacement,graph,mixed,450,450,98.03,9235.470215,9156.891,9681.133,9960.828,108.276044,750000.0,63.192,0,0,1000,True,True,expanded_l_sweep_fastest_feasible_recall_ge_98_with_L450_L470_targeted_rerun,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_retrain_each_cycle
cycle03_retrain_each_cycle_range_u100,3,retrain_each_cycle,range,u100,original_selected,graph,mixed,400,400,98.03,8275.54639,8233.94,8612.315,9025.984,120.835398,1000000.0,66.262,0,0,1000,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_retrain_each_cycle
cycle03_no_retrain_across_cycles_intersect_u1e-03,3,no_retrain_across_cycles,intersect,u1e-03,original_selected,prefilter,prefilter,50,50,99.94,149.856685,148.396,164.542,206.808,6670.297621,1000.0,51.301,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_no_retrain_after_insert
cycle03_no_retrain_across_cycles_intersect_u3e-03,3,no_retrain_across_cycles,intersect,u3e-03,original_selected,prefilter,prefilter,50,50,99.72,201.100915,197.847,218.709,257.216,4970.517549,3000.0,63.563,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_no_retrain_after_insert
cycle03_no_retrain_across_cycles_intersect_u1e-02,3,no_retrain_across_cycles,intersect,u1e-02,original_selected,prefilter,prefilter,100,100,99.6,477.532712,427.237,703.702,749.425,2093.358199,10000.0,144.999,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_no_retrain_after_insert
cycle03_no_retrain_across_cycles_intersect_u5e-02,3,no_retrain_across_cycles,intersect,u5e-02,original_selected,prefilter,prefilter,75,75,99.31,1125.1228,1115.183,1201.796,1229.298,888.674579,50000.0,225.331,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_no_retrain_after_insert
cycle03_no_retrain_across_cycles_intersect_u1e-01,3,no_retrain_across_cycles,intersect,u1e-01,original_selected,prefilter,prefilter,50,50,98.57,1762.06609,1734.742,1966.352,1994.125,567.464989,100000.0,264.916,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_no_retrain_after_insert
cycle03_no_retrain_across_cycles_intersect_u25,3,no_retrain_across_cycles,intersect,u25,original_selected,prefilter,prefilter,300,300,98.03,3921.176371,3854.628,4095.468,4373.62,255.010194,250000.0,404.319,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_no_retrain_after_insert
cycle03_no_retrain_across_cycles_intersect_u30,3,no_retrain_across_cycles,intersect,u30,original_selected,prefilter,prefilter,300,300,98.14,4859.119913,4778.676,4996.677,5055.759,205.791008,300000.0,443.879,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_no_retrain_after_insert
cycle03_no_retrain_across_cycles_intersect_u50,3,no_retrain_across_cycles,intersect,u50,original_selected,prefilter,prefilter,300,300,98.06,6878.650473,6850.485,7013.116,7115.228,145.372473,500000.0,627.051,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_no_retrain_after_insert
cycle03_no_retrain_across_cycles_intersect_u75,3,no_retrain_across_cycles,intersect,u75,phase2_targeted_rerun_replacement,graph,graph,450,450,98.03,9220.478621,9119.072,9519.134,10041.659,108.452145,750000.0,16.013,0,1000,0,True,True,expanded_l_sweep_fastest_feasible_recall_ge_98_with_L450_L470_targeted_rerun,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_no_retrain_after_insert
cycle03_no_retrain_across_cycles_intersect_u100,3,no_retrain_across_cycles,intersect,u100,phase2_targeted_rerun_replacement,graph,graph,450,450,98.2,9203.771125,9120.882,9755.21,10374.416,108.649092,1000000.0,17.356,0,1000,0,True,True,expanded_l_sweep_fastest_feasible_recall_ge_98_with_L450_L470_targeted_rerun,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_no_retrain_after_insert
cycle03_no_retrain_across_cycles_range_u1e-03,3,no_retrain_across_cycles,range,u1e-03,original_selected,prefilter,prefilter,50,50,99.94,149.15501,147.956,159.361,202.821,6701.626011,1000.0,51.34,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_no_retrain_after_insert
cycle03_no_retrain_across_cycles_range_u3e-03,3,no_retrain_across_cycles,range,u3e-03,original_selected,prefilter,prefilter,75,75,99.72,280.030165,276.696,301.67,367.022,3569.053112,3000.0,90.31,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_no_retrain_after_insert
cycle03_no_retrain_across_cycles_range_u1e-02,3,no_retrain_across_cycles,range,u1e-02,original_selected,prefilter,prefilter,50,50,99.6,426.610549,421.852,459.629,493.72,2343.152752,10000.0,143.201,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_no_retrain_after_insert
cycle03_no_retrain_across_cycles_range_u5e-02,3,no_retrain_across_cycles,range,u5e-02,original_selected,prefilter,prefilter,100,100,99.31,1150.842404,1135.848,1214.668,1252.5,868.821744,50000.0,238.292,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_no_retrain_after_insert
cycle03_no_retrain_across_cycles_range_u1e-01,3,no_retrain_across_cycles,range,u1e-01,original_selected,prefilter,prefilter,75,75,98.57,1799.835953,1770.938,2004.802,2032.034,555.558588,100000.0,281.799,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_no_retrain_after_insert
cycle03_no_retrain_across_cycles_range_u25,3,no_retrain_across_cycles,range,u25,original_selected,prefilter,prefilter,300,300,98.03,3952.158859,3888.728,4125.395,4159.589,253.014098,250000.0,429.85,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_no_retrain_after_insert
cycle03_no_retrain_across_cycles_range_u30,3,no_retrain_across_cycles,range,u30,original_selected,prefilter,prefilter,300,300,98.14,4748.953171,4509.452,6137.836,6180.446,210.561298,300000.0,495.724,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_no_retrain_after_insert
cycle03_no_retrain_across_cycles_range_u50,3,no_retrain_across_cycles,range,u50,original_selected,prefilter,prefilter,300,300,98.06,6903.487951,6888.221,6930.032,7158.859,144.850313,500000.0,667.955,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_no_retrain_after_insert
cycle03_no_retrain_across_cycles_range_u75,3,no_retrain_across_cycles,range,u75,phase2_targeted_rerun_replacement,graph,mixed,450,450,98.03,9221.141705,9179.352,9525.426,9867.717,108.444371,750000.0,56.905,0,0,1000,True,True,expanded_l_sweep_fastest_feasible_recall_ge_98_with_L450_L470_targeted_rerun,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_no_retrain_after_insert
cycle03_no_retrain_across_cycles_range_u100,3,no_retrain_across_cycles,range,u100,phase2_targeted_rerun_replacement,graph,mixed,450,450,98.2,9327.029978,9214.155,9810.12,10338.342,107.213411,1000000.0,62.022,0,0,1000,True,True,expanded_l_sweep_fastest_feasible_recall_ge_98_with_L450_L470_targeted_rerun,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle03_no_retrain_after_insert
cycle04_retrain_each_cycle_intersect_u1e-03,4,retrain_each_cycle,intersect,u1e-03,original_selected,prefilter,prefilter,50,50,99.98,132.510972,131.548,138.408,148.651,7543.391284,1000.0,49.595,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_retrain_each_cycle
cycle04_retrain_each_cycle_intersect_u3e-03,4,retrain_each_cycle,intersect,u3e-03,original_selected,prefilter,prefilter,50,50,99.78,170.748661,169.39,177.566,196.134,5854.357198,3000.0,51.211,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_retrain_each_cycle
cycle04_retrain_each_cycle_intersect_u1e-02,4,retrain_each_cycle,intersect,u1e-02,original_selected,prefilter,prefilter,50,50,99.6,305.907814,303.719,317.725,350.742,3268.239417,10000.0,58.868,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_retrain_each_cycle
cycle04_retrain_each_cycle_intersect_u5e-02,4,retrain_each_cycle,intersect,u5e-02,original_selected,prefilter,prefilter,50,50,99.18,900.581685,897.107,972.778,1018.873,1110.272933,50000.0,102.443,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_retrain_each_cycle
cycle04_retrain_each_cycle_intersect_u1e-01,4,retrain_each_cycle,intersect,u1e-01,original_selected,prefilter,prefilter,150,150,98.92,1611.552438,1557.193,1792.004,1811.866,620.468335,100000.0,147.559,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_retrain_each_cycle
cycle04_retrain_each_cycle_intersect_u25,4,retrain_each_cycle,intersect,u25,original_selected,prefilter,prefilter,300,300,98.34,3689.723178,3640.258,3874.294,3909.507,271.013163,250000.0,311.123,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_retrain_each_cycle
cycle04_retrain_each_cycle_intersect_u30,4,retrain_each_cycle,intersect,u30,original_selected,prefilter,prefilter,300,300,98.35,4308.865057,4259.894,4502.249,4542.553,232.07055,300000.0,363.435,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_retrain_each_cycle
cycle04_retrain_each_cycle_intersect_u50,4,retrain_each_cycle,intersect,u50,original_selected,prefilter,prefilter,400,400,98.91,6981.51165,6928.684,7170.265,7208.09,143.232707,500000.0,579.238,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_retrain_each_cycle
cycle04_retrain_each_cycle_intersect_u75,4,retrain_each_cycle,intersect,u75,original_selected,graph,graph,400,400,98.04,8223.315946,8149.744,8399.332,8636.909,121.602904,750000.0,15.501,0,1000,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_retrain_each_cycle
cycle04_retrain_each_cycle_intersect_u100,4,retrain_each_cycle,intersect,u100,original_selected,graph,graph,400,400,98.74,8261.670577,8206.109,8655.24,9302.425,121.038325,1000000.0,17.634,0,1000,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_retrain_each_cycle
cycle04_retrain_each_cycle_range_u1e-03,4,retrain_each_cycle,range,u1e-03,original_selected,prefilter,prefilter,75,75,99.98,132.462026,131.348,139.075,152.579,7546.591144,1000.0,48.899,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_retrain_each_cycle
cycle04_retrain_each_cycle_range_u3e-03,4,retrain_each_cycle,range,u3e-03,original_selected,prefilter,prefilter,50,50,99.78,174.19955,172.923,182.104,201.784,5738.930321,3000.0,54.317,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_retrain_each_cycle
cycle04_retrain_each_cycle_range_u1e-02,4,retrain_each_cycle,range,u1e-02,original_selected,prefilter,prefilter,100,100,99.6,316.622607,314.237,329.735,363.963,3157.447769,10000.0,65.815,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_retrain_each_cycle
cycle04_retrain_each_cycle_range_u5e-02,4,retrain_each_cycle,range,u5e-02,original_selected,prefilter,prefilter,75,75,99.18,916.260683,912.521,997.133,1031.414,1091.261569,50000.0,117.281,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_retrain_each_cycle
cycle04_retrain_each_cycle_range_u1e-01,4,retrain_each_cycle,range,u1e-01,original_selected,prefilter,prefilter,50,50,98.92,1630.576081,1572.441,1816.412,1837.47,613.232757,100000.0,166.259,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_retrain_each_cycle
cycle04_retrain_each_cycle_range_u25,4,retrain_each_cycle,range,u25,original_selected,prefilter,prefilter,300,300,98.34,3857.259817,3667.501,5389.134,5627.955,259.240449,250000.0,353.597,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_retrain_each_cycle
cycle04_retrain_each_cycle_range_u30,4,retrain_each_cycle,range,u30,original_selected,prefilter,prefilter,400,400,98.95,4504.152542,4449.808,4697.684,4773.164,222.007939,300000.0,393.006,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_retrain_each_cycle
cycle04_retrain_each_cycle_range_u50,4,retrain_each_cycle,range,u50,original_selected,prefilter,prefilter,300,300,98.22,7156.583832,6797.725,9811.109,10030.885,139.72737,500000.0,659.079,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_retrain_each_cycle
cycle04_retrain_each_cycle_range_u75,4,retrain_each_cycle,range,u75,original_selected,graph,mixed,400,400,98.04,8208.289645,8181.194,8437.903,8691.261,121.825246,750000.0,55.687,0,0,1000,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_retrain_each_cycle
cycle04_retrain_each_cycle_range_u100,4,retrain_each_cycle,range,u100,original_selected,graph,mixed,400,400,98.74,8272.874211,8230.939,8502.948,8905.745,120.874552,1000000.0,59.952,0,0,1000,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_retrain_each_cycle
cycle04_no_retrain_across_cycles_intersect_u1e-03,4,no_retrain_across_cycles,intersect,u1e-03,original_selected,prefilter,prefilter,50,50,100.0,149.065409,148.334,159.115,192.318,6705.741874,1000.0,51.103,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_no_retrain_after_insert
cycle04_no_retrain_across_cycles_intersect_u3e-03,4,no_retrain_across_cycles,intersect,u3e-03,original_selected,prefilter,prefilter,50,50,99.72,201.952345,198.404,220.507,258.17,4949.229051,3000.0,63.443,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_no_retrain_after_insert
cycle04_no_retrain_across_cycles_intersect_u1e-02,4,no_retrain_across_cycles,intersect,u1e-02,original_selected,prefilter,prefilter,50,50,99.55,414.727822,408.754,449.204,500.761,2410.588954,10000.0,133.166,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_no_retrain_after_insert
cycle04_no_retrain_across_cycles_intersect_u5e-02,4,no_retrain_across_cycles,intersect,u5e-02,original_selected,prefilter,prefilter,50,50,99.0,1135.07094,1119.97,1207.548,1235.713,880.886977,50000.0,226.077,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_no_retrain_after_insert
cycle04_no_retrain_across_cycles_intersect_u1e-01,4,no_retrain_across_cycles,intersect,u1e-01,original_selected,prefilter,prefilter,75,75,98.89,1773.513333,1742.081,1972.619,2008.637,563.782821,100000.0,264.008,1000,0,0,True,True,post_hoc_retuned_fastest_feasible_recall_ge_98,experiments/pq_drift_1m_aris_main_20260522/indexes/phaseC_cycle04_no_retrain_after_insert
