L,avg_await_ms,avg_cpu_pct,avg_disk_util_pct,avg_latency_us,avg_read_iops,avg_read_mb_s,avg_write_iops,avg_write_mb_s,beamwidth,bucket_label,bucket_lower,bucket_midpoint,bucket_name,bucket_query_count,bucket_upper,configured_L,configured_route,dataset,device,elapsed_s,empty_count,fallback_count,format,graph_count,hybrid_enabled,index_prefix,max_await_ms,max_cpu_pct,max_disk_util_pct,max_read_iops,max_read_mb_s,max_rss_kb,max_write_iops,max_write_mb_s,mean_candidate_count,mean_hops,mean_ios,mean_route_overhead_us,mem_L,p99_latency_us,peak_memory_kb,prefilter_count,prefilter_rerank_l,prefilter_rerank_source,process_max_rss_kb,qps,query_count,query_label_file,recall,recall_at,returncode,route,sample_count,selectivity_lower,selectivity_midpoint,selectivity_upper,selector_type,target_threads,threads
100,,168.772201,0.0,1284.665039,0.0,0.0,0.0,0.0,4,10%,0.1,0.1,u10,1000,0.1,100,auto,fashion_mnist784,nvme1n1,8.526286,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,0.0,1494.145255,0.0,0.0,0.0,17040,0.0,0.0,6000.0,0.0,160.0,2.192,0,3098.0,31924,1000,,default-heuristic,17040,769.20752,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/workloads/uniform_exact_selectivity/u10/queries.spmat,,10,0,auto,18,0.1,0.1,0.1,intersect,1,1
100,,267.820233,0.0,1579.18103,0.0,0.0,0.0,0.0,4,10%,0.1,0.1,u10,1000,0.1,100,auto,fashion_mnist784,nvme1n1,5.518627,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,0.0,1563.791103,0.0,0.0,0.0,17436,0.0,0.0,6000.0,0.0,160.0,2.107,0,2407.0,32552,1000,,default-heuristic,17436,1246.603149,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/workloads/uniform_exact_selectivity/u10/queries.spmat,,10,0,auto,12,0.1,0.1,0.1,intersect,2,2
100,,449.154112,0.0,2004.616943,0.0,0.0,0.0,0.0,4,10%,0.1,0.1,u10,1000,0.1,100,auto,fashion_mnist784,nvme1n1,4.014212,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,0.0,1675.501906,0.0,0.0,0.0,18848,0.0,0.0,6000.0,0.0,160.0,2.22,0,3674.0,34188,1000,,default-heuristic,18848,1973.60791,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/workloads/uniform_exact_selectivity/u10/queries.spmat,,10,0,auto,9,0.1,0.1,0.1,intersect,4,4
100,,677.30559,0.0,4120.124023,0.0,0.0,0.0,0.0,4,10%,0.1,0.1,u10,1000,0.1,100,auto,fashion_mnist784,nvme1n1,4.014436,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,0.0,1791.018274,0.0,0.0,0.0,21560,0.0,0.0,6000.0,0.0,160.0,3.138,0,6885.0,37296,1000,,default-heuristic,21560,1925.702271,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/workloads/uniform_exact_selectivity/u10/queries.spmat,,10,0,auto,9,0.1,0.1,0.1,intersect,8,8
100,,155.919126,0.0,1650.61499,0.0,0.0,0.0,0.0,4,25%,0.25,0.25,u25,1000,0.25,100,auto,fashion_mnist784,nvme1n1,10.537514,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,0.0,1503.932291,0.0,0.0,0.0,16960,0.0,0.0,15000.0,0.0,192.0,2.085,0,2651.0,31944,1000,,default-heuristic,16960,594.195312,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/workloads/uniform_exact_selectivity/u25/queries.spmat,,10,0,auto,22,0.25,0.25,0.25,intersect,1,1
100,,271.960466,0.0,2016.881958,0.0,0.0,0.0,0.0,4,25%,0.25,0.25,u25,1000,0.25,100,auto,fashion_mnist784,nvme1n1,6.523007,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,0.0,1561.790155,0.0,0.0,0.0,19020,0.0,0.0,15000.0,0.0,192.0,2.197,0,4477.0,32840,1000,,default-heuristic,19020,969.91626,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/workloads/uniform_exact_selectivity/u25/queries.spmat,,10,0,auto,14,0.25,0.25,0.25,intersect,2,2
100,,438.647554,0.0,2848.60498,0.0,0.0,0.0,0.0,4,25%,0.25,0.25,u25,1000,0.25,100,auto,fashion_mnist784,nvme1n1,5.017696,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,0.0,1675.80345,0.0,0.0,0.0,19276,0.0,0.0,15000.0,0.0,192.0,3.1,0,6182.0,34452,1000,,default-heuristic,19276,1382.870728,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/workloads/uniform_exact_selectivity/u25/queries.spmat,,10,0,auto,11,0.25,0.25,0.25,intersect,4,4
100,,696.454278,0.0,4932.330078,0.0,0.0,0.0,0.0,4,25%,0.25,0.25,u25,1000,0.25,100,auto,fashion_mnist784,nvme1n1,4.515731,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,0.0,1853.03422,0.0,0.0,0.0,22476,0.0,0.0,15000.0,0.0,192.0,3.238,0,7676.0,37660,1000,,default-heuristic,22476,1604.384033,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/workloads/uniform_exact_selectivity/u25/queries.spmat,,10,0,auto,10,0.25,0.25,0.25,intersect,8,8
100,,144.739902,0.0,1979.644043,0.0,0.0,0.0,0.0,4,50%,0.5,0.5,u50,1000,0.5,100,auto,fashion_mnist784,nvme1n1,13.044088,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,0.0,1492.203846,0.0,0.0,0.0,17508,0.0,0.0,30000.0,0.0,192.0,2.049,0,2837.0,31980,1000,,default-heuristic,17508,491.832764,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/workloads/uniform_exact_selectivity/u50/queries.spmat,,10,0,auto,27,0.5,0.5,0.5,intersect,1,1
100,,262.263012,0.0,2374.475098,0.0,0.0,0.0,0.0,4,50%,0.5,0.5,u50,1000,0.5,100,auto,fashion_mnist784,nvme1n1,7.526795,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,0.0,1561.790379,0.0,0.0,0.0,19240,0.0,0.0,30000.0,0.0,192.0,2.321,0,4941.0,33032,1000,,default-heuristic,19240,821.027466,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/workloads/uniform_exact_selectivity/u50/queries.spmat,,10,0,auto,16,0.5,0.5,0.5,intersect,2,2
100,,434.261659,0.0,2745.879883,0.0,0.0,0.0,0.0,4,50%,0.5,0.5,u50,1000,0.5,100,auto,fashion_mnist784,nvme1n1,5.519714,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,0.0,1677.582392,0.0,0.0,0.0,20000,0.0,0.0,30000.0,0.0,192.0,2.208,0,5432.0,35176,1000,,default-heuristic,20000,1416.111328,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/workloads/uniform_exact_selectivity/u50/queries.spmat,,10,0,auto,12,0.5,0.5,0.5,intersect,4,4
100,,700.914819,0.0,4996.625,0.0,0.0,0.0,0.0,4,50%,0.5,0.5,u50,1000,0.5,100,auto,fashion_mnist784,nvme1n1,5.016301,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,0.0,1846.929802,0.0,0.0,0.0,23728,0.0,0.0,30000.0,0.0,192.0,2.878,0,8606.0,38808,1000,,default-heuristic,23728,1574.75647,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/workloads/uniform_exact_selectivity/u50/queries.spmat,,10,0,auto,11,0.5,0.5,0.5,intersect,8,8
100,,136.948018,0.0,2474.881104,0.0,0.0,0.0,0.0,4,100%,1.0,1.0,u100,1000,1.0,100,auto,fashion_mnist784,nvme1n1,16.057188,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,0.0,1506.078292,0.0,0.0,0.0,17740,0.0,0.0,60000.0,0.0,192.0,2.136,0,6410.0,32340,1000,,default-heuristic,17740,388.907532,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/workloads/uniform_exact_selectivity/u100/queries.spmat,,10,0,auto,33,1.0,1.0,1.0,intersect,1,1
100,,246.977962,0.0,3220.688965,0.0,0.0,0.0,0.0,4,100%,1.0,1.0,u100,1000,1.0,100,auto,fashion_mnist784,nvme1n1,9.531215,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,0.0,1525.934845,0.0,0.0,0.0,19748,0.0,0.0,60000.0,0.0,192.0,2.289,0,7327.0,33388,1000,,default-heuristic,19748,600.250366,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/workloads/uniform_exact_selectivity/u100/queries.spmat,,10,0,auto,20,1.0,1.0,1.0,intersect,2,2
100,,426.367799,0.0,3844.063965,0.0,0.0,0.0,0.0,4,100%,1.0,1.0,u100,1000,1.0,100,auto,fashion_mnist784,nvme1n1,6.522538,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,0.0,1647.586647,0.0,0.0,0.0,21680,0.0,0.0,60000.0,0.0,192.0,2.437,0,8577.0,35904,1000,,default-heuristic,21680,1011.366577,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/workloads/uniform_exact_selectivity/u100/queries.spmat,,10,0,auto,14,1.0,1.0,1.0,intersect,4,4
100,,713.506069,0.0,6460.856934,0.0,0.0,0.0,0.0,4,100%,1.0,1.0,u100,1000,1.0,100,auto,fashion_mnist784,nvme1n1,5.016075,0,0,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/data/fashion_mnist784/fashion_mnist784_qps4_pipeann,0.0,1882.980944,0.0,0.0,0.0,25724,0.0,0.0,60000.0,0.0,192.0,2.889,0,10738.0,40688,1000,,default-heuristic,25724,1214.05542,1000,/mnt/bak3/lzg/PipeANN-github/experiments/qps_4sets/fashion_mnist784/workloads/uniform_exact_selectivity/u100/queries.spmat,,10,0,auto,11,1.0,1.0,1.0,intersect,8,8
