format,index_prefix,selector_type,query_label_file,query_count,threads,beamwidth,mem_L,route,resolved_route,L,hybrid_enabled,tau_m,threshold_version,min_tau_m,max_tau_m,min_threshold_version,max_threshold_version,qps,avg_latency_us,p50_latency_us,p90_latency_us,p95_latency_us,p99_latency_us,p999_latency_us,mean_hops,mean_ios,mean_candidate_count,mean_route_overhead_us,fallback_count,prefilter_count,graph_count,empty_count,recall_at,process_max_rss_kb,max_rss_kb,recall,recall@10,chosen_L,status,bucket,filter_type,points,selected_route,exp6_latency_budget_ms,within_latency_budget,threshold_exceeded,target_recall@10,source_experiment
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u1e-02.spmat,1000,9,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,10663.571289,808.669006,815.0,985.0,1111.0,1604.0,2261.0,0.0,128.0,10000.0,32.316,0,1000,0,0,10,33988,33988,99.940002,99.940002,10,ok,u1e-02,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u1e-02.spmat,1000,10,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,10236.351562,938.801025,921.0,1189.0,1446.0,1989.0,2697.0,0.0,128.0,10000.0,34.327,0,1000,0,0,10,34624,34624,99.940002,99.940002,10,ok,u1e-02,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u1e-02.spmat,1000,11,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,10130.197266,1048.130005,1012.0,1243.0,1621.0,2151.0,3031.0,0.0,128.0,10000.0,33.103,0,1000,0,0,10,35812,35812,99.940002,99.940002,10,ok,u1e-02,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u1e-02.spmat,1000,12,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,10845.427734,1071.093994,1053.0,1192.0,1348.0,2092.0,2911.0,0.0,128.0,10000.0,32.991,0,1000,0,0,10,35988,35988,99.940002,99.940002,10,ok,u1e-02,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u1e-02.spmat,1000,13,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,10521.386719,1197.639038,1174.0,1423.0,1585.0,2287.0,3029.0,0.0,128.0,10000.0,32.918,0,1000,0,0,10,36552,36552,99.940002,99.940002,10,ok,u1e-02,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u1e-02.spmat,1000,14,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,10680.164062,1270.202026,1232.0,1476.0,1642.0,2509.0,3387.0,0.0,128.0,10000.0,35.516,0,1000,0,0,10,37288,37288,99.940002,99.940002,10,ok,u1e-02,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u1e-02.spmat,1000,15,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,10758.638672,1353.88501,1317.0,1508.0,1733.0,2580.0,3619.0,0.0,128.0,10000.0,32.977,0,1000,0,0,10,37808,37808,99.940002,99.940002,10,ok,u1e-02,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u1e-02.spmat,1000,16,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,10788.835938,1443.297974,1410.0,1691.0,1873.0,2295.0,2965.0,0.0,128.0,10000.0,34.766,0,1000,0,0,10,38644,38644,99.940002,99.940002,10,ok,u1e-02,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u5e-02.spmat,1000,1,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,797.121277,1120.171997,1090.0,1315.0,1327.0,1354.0,1512.0,0.0,160.0,50000.0,22.151,0,1000,0,0,10,29644,29644,99.839996,99.839996,10,ok,u5e-02,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u5e-02.spmat,1000,2,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,1517.462524,1180.365967,1121.0,1350.0,1373.0,1641.0,3350.0,0.0,160.0,50000.0,21.51,0,1000,0,0,10,30608,30608,99.839996,99.839996,10,ok,u5e-02,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u5e-02.spmat,1000,3,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,2179.606445,1231.390015,1168.0,1403.0,1460.0,2552.0,3856.0,0.0,160.0,50000.0,23.511,0,1000,0,0,10,31848,31848,99.839996,99.839996,10,ok,u5e-02,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u5e-02.spmat,1000,4,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,2889.850586,1239.168945,1163.0,1397.0,1461.0,2676.0,3632.0,0.0,160.0,50000.0,23.262,0,1000,0,0,10,33076,33076,99.839996,99.839996,10,ok,u5e-02,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u5e-02.spmat,1000,5,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,3675.024658,1214.965942,1154.0,1391.0,1455.0,2094.0,3732.0,0.0,160.0,50000.0,22.979,0,1000,0,0,10,34060,34060,99.839996,99.839996,10,ok,u5e-02,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u5e-02.spmat,1000,6,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,4359.308594,1229.41394,1156.0,1400.0,1555.0,2291.0,3531.0,0.0,160.0,50000.0,22.9,0,1000,0,0,10,35520,35520,99.839996,99.839996,10,ok,u5e-02,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u5e-02.spmat,1000,7,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,4976.994141,1262.519043,1192.0,1473.0,1685.0,2632.0,3833.0,0.0,160.0,50000.0,23.8,0,1000,0,0,10,36416,36416,99.839996,99.839996,10,ok,u5e-02,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u5e-02.spmat,1000,8,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,5768.429199,1244.32605,1185.0,1495.0,1567.0,2540.0,4149.0,0.0,160.0,50000.0,22.276,0,1000,0,0,10,37896,37896,99.839996,99.839996,10,ok,u5e-02,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u5e-02.spmat,1000,9,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,6370.485352,1272.020996,1212.0,1567.0,1684.0,2833.0,4193.0,0.0,160.0,50000.0,23.04,0,1000,0,0,10,38836,38836,99.839996,99.839996,10,ok,u5e-02,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u5e-02.spmat,1000,10,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,6671.429199,1353.207031,1254.0,1680.0,2114.0,3659.0,4727.0,0.0,160.0,50000.0,23.919,0,1000,0,0,10,39848,39848,99.839996,99.839996,10,ok,u5e-02,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u5e-02.spmat,1000,11,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,7051.506348,1413.714966,1332.0,1811.0,2107.0,3136.0,4898.0,0.0,160.0,50000.0,23.892,0,1000,0,0,10,41100,41100,99.839996,99.839996,10,ok,u5e-02,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u5e-02.spmat,1000,12,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,7400.952637,1481.295044,1435.0,1906.0,2091.0,2983.0,5229.0,0.0,160.0,50000.0,25.422,0,1000,0,0,10,42228,42228,99.839996,99.839996,10,ok,u5e-02,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u5e-02.spmat,1000,13,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,7411.478516,1610.125,1603.0,2088.0,2254.0,2823.0,5151.0,0.0,160.0,50000.0,24.998,0,1000,0,0,10,43632,43632,99.839996,99.839996,10,ok,u5e-02,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u5e-02.spmat,1000,14,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,7848.476562,1640.504028,1634.0,2077.0,2266.0,3002.0,4004.0,0.0,160.0,50000.0,23.29,0,1000,0,0,10,44548,44548,99.839996,99.839996,10,ok,u5e-02,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u5e-02.spmat,1000,15,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,8045.70166,1712.891968,1664.0,2145.0,2364.0,3164.0,4459.0,0.0,160.0,50000.0,24.531,0,1000,0,0,10,45764,45764,99.839996,99.839996,10,ok,u5e-02,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u5e-02.spmat,1000,16,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,7973.553223,1853.925049,1870.0,2408.0,2629.0,3671.0,4351.0,0.0,160.0,50000.0,27.97,0,1000,0,0,10,46980,46980,99.839996,99.839996,10,ok,u5e-02,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u1e-01.spmat,1000,1,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,469.410675,1930.213013,1904.0,2126.0,2145.0,2166.0,2832.0,0.0,160.0,100000.0,23.099,0,1000,0,0,10,30512,30512,99.75,99.75,10,ok,u1e-01,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u1e-01.spmat,1000,2,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,1036.429688,1751.157959,1880.0,2129.0,2170.0,2241.0,6032.0,0.0,160.0,100000.0,19.662,0,1000,0,0,10,31732,31732,99.75,99.75,10,ok,u1e-01,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u1e-01.spmat,1000,3,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,1509.970581,1802.020996,1898.0,2148.0,2176.0,2664.0,6060.0,0.0,160.0,100000.0,19.78,0,1000,0,0,10,33328,33328,99.75,99.75,10,ok,u1e-01,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u1e-01.spmat,1000,4,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,1937.479858,1873.373047,1927.0,2150.0,2188.0,2668.0,5895.0,0.0,160.0,100000.0,20.695,0,1000,0,0,10,34620,34620,99.75,99.75,10,ok,u1e-01,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u1e-01.spmat,1000,5,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,2392.20874,1895.317993,1935.0,2156.0,2203.0,2675.0,6038.0,0.0,160.0,100000.0,21.14,0,1000,0,0,10,36344,36344,99.75,99.75,10,ok,u1e-01,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u1e-01.spmat,1000,6,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,2761.516113,1967.036987,1954.0,2202.0,2282.0,3761.0,5972.0,0.0,160.0,100000.0,21.771,0,1000,0,0,10,37516,37516,99.75,99.75,10,ok,u1e-01,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u1e-01.spmat,1000,7,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,3195.69165,1980.715942,1944.0,2189.0,2273.0,4222.0,6204.0,0.0,160.0,100000.0,22.849,0,1000,0,0,10,40988,40988,99.75,99.75,10,ok,u1e-01,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u1e-01.spmat,1000,8,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,3599.348877,2012.446045,1955.0,2252.0,2625.0,3823.0,6467.0,0.0,160.0,100000.0,22.964,0,1000,0,0,10,40524,40524,99.75,99.75,10,ok,u1e-01,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u1e-01.spmat,1000,9,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,4031.565674,2017.344971,1969.0,2296.0,2490.0,3522.0,6411.0,0.0,160.0,100000.0,22.895,0,1000,0,0,10,41776,41776,99.75,99.75,10,ok,u1e-01,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u1e-01.spmat,1000,10,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,4204.534668,2138.837891,2052.0,2444.0,2902.0,5233.0,6810.0,0.0,160.0,100000.0,26.444,0,1000,0,0,10,43308,43308,99.75,99.75,10,ok,u1e-01,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u1e-01.spmat,1000,11,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,4700.660645,2114.743896,2064.0,2530.0,2928.0,3790.0,6699.0,0.0,160.0,100000.0,24.357,0,1000,0,0,10,44760,44760,99.75,99.75,10,ok,u1e-01,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u1e-01.spmat,1000,12,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,5098.98291,2129.582031,2051.0,2629.0,2890.0,3764.0,6460.0,0.0,160.0,100000.0,24.364,0,1000,0,0,10,46228,46228,99.75,99.75,10,ok,u1e-01,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u1e-01.spmat,1000,13,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,5458.939941,2143.300049,2064.0,2658.0,3299.0,4289.0,7177.0,0.0,160.0,100000.0,27.141,0,1000,0,0,10,47696,47696,99.75,99.75,10,ok,u1e-01,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u1e-01.spmat,1000,14,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,5802.5,2177.270996,2106.0,2692.0,3063.0,4942.0,6612.0,0.0,160.0,100000.0,26.754,0,1000,0,0,10,48816,48816,99.75,99.75,10,ok,u1e-01,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u1e-01.spmat,1000,15,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,5752.448242,2355.191895,2233.0,2879.0,3424.0,6522.0,8224.0,0.0,160.0,100000.0,28.679,0,1000,0,0,10,50460,50460,99.75,99.75,10,ok,u1e-01,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u1e-01.spmat,1000,16,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,6222.105469,2324.522949,2248.0,2867.0,3243.0,4594.0,7176.0,0.0,160.0,100000.0,29.395,0,1000,0,0,10,51744,51744,99.75,99.75,10,ok,u1e-01,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u25.spmat,1000,1,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,247.879303,3678.646973,3232.0,4549.0,4668.0,4783.0,4862.0,0.0,192.0,250000.0,19.818,0,1000,0,0,10,30920,30920,99.57,99.57,10,ok,u25,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u25.spmat,1000,2,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,439.78183,4158.318848,4372.0,4794.0,4876.0,5289.0,12194.0,0.0,192.0,250000.0,21.085,0,1000,0,0,10,34000,34000,99.57,99.57,10,ok,u25,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/exp6_query_thread_budget/tmp/direct_1m,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/labels/query_1000_u25.spmat,1000,3,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,678.248657,4043.981934,4357.0,4664.0,4713.0,5266.0,12282.0,0.0,192.0,250000.0,20.188,0,1000,0,0,10,37008,37008,99.57,99.57,10,ok,u25,intersect,1000000,prefilter,10.0,True,False,98.0,exp4_intersect_range_selectivity
