raw_data_paths,index_output_paths,raw_bytes,index_bytes,expansion_ratio,dataset,pass
['/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/generated/base.fbin'],"['/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/index/adapter_index_manifest.json', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/adapter_state.json', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/search_ids.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/search_index_ids.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/search_index_rows.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/vector_index_ids.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/vector_index_segments.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/vector_index_offsets.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/vector_index_rows.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_ids.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_live.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_range_uniform.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_eq_s0001.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_eq_s001.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_eq_s01.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_eq_s05.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_eq_s10.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_eq_s25.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_eq_s50.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_eq_s100.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_int_s0001_a.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_int_s0001_b.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_int_s001_a.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_int_s001_b.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_int_s01_a.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_int_s01_b.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_int_s05_a.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_int_s05_b.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_int_s10_a.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_int_s10_b.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_int_s25_a.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_int_s25_b.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_int_s50_a.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_int_s50_b.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_int_s100_a.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/label_int_s100_b.npy', '/mnt/nvme1n1/PipeANN-github/acceptance/work/sift_smoke/static/sift1m_smoke/state/segments/segment_000000.ids.npy']",512008,102882,0.20093826658958452,sift1m_smoke,True
