dataset,bucket_name,selectivity,thread,route_decision,qps,query_p99_latency_us,query_p999_latency_us,cpu_pct,mean_ios,real_read_iops,real_read_mb_s,real_iops,real_mb_s,real_qd,real_read_await_ms,real_ssd_lat_status,real_ssd_lat_p50_ms,real_ssd_lat_p95_ms,real_ssd_lat_p99_ms,fio_matched_iodepth,fio_matched_achieved_qd,fio_iops,fio_mb_s,fio_bw_mb_s,iops_vs_fio_ratio,bw_vs_fio_ratio,fio_lat_mean_ms,fio_lat_p99_ms,fio_capacity_ratio,disk_metrics_status,bottleneck_conclusion
gist960,u5,0.05,8,graph,1504.895996,6599.0,8868.0,973.754214,118.932999,125395.198852,922.726046,125395.198852,922.726046,16.496688,0.131554,ok_bpftrace,0.12,0.22,0.29,16,16.0,431480.950635,3370.977216720581,3370.977216720581,0.2906158398591153,0.2737265744256985,0.293376011942,0.626688,0.2906158398591153,ok,cpu_or_algorithm_bound
gist960,u10,0.1,1,graph,272.330963,4729.0,6225.0,246.762489,119.246002,31424.483054,231.252557,31424.483054,231.252557,3.240557,0.103122,ok_bpftrace,0.1,0.13,0.17,4,4.0,38989.50035,304.6062526702881,304.6062526702881,0.8059729612308304,0.759185193911014,0.09991559684899999,0.156672,0.8059729612308304,ok,inconclusive_mixed
gist960,u10,0.1,4,graph,905.089233,5254.0,6830.0,697.288212,119.033997,100411.886351,738.81386,100411.886351,738.81386,11.577368,0.115295,ok_bpftrace,0.11,0.17,0.22,8,8.0,224840.338655,1756.5724363327026,1756.5724363327026,0.4465919547696208,0.42059971152824427,0.13944821094399998,0.313344,0.4465919547696208,ok,cpu_or_algorithm_bound
gist960,u10,0.1,8,graph,1470.708862,6552.0,9312.0,977.025305,118.878998,125396.504032,922.604698,125396.504032,922.604698,17.353996,0.138393,ok_bpftrace,0.12,0.23,0.3,16,16.0,431480.950635,3370.977216720581,3370.977216720581,0.2906188647435235,0.2736905765555859,0.293376011942,0.626688,0.2906188647435235,ok,cpu_or_algorithm_bound
gist960,u25,0.25,1,graph,276.249664,4263.0,6396.0,263.481525,119.254997,33521.867305,246.689129,33521.867305,246.689129,3.449357,0.102891,ok_bpftrace,0.1,0.13,0.16,4,4.0,38989.50035,304.6062526702881,304.6062526702881,0.859766526990131,0.8098623282924572,0.09991559684899999,0.156672,0.859766526990131,ok,inconclusive_mixed
gist960,u25,0.25,4,graph,923.617065,5503.0,7522.0,689.125642,119.027,100421.582312,738.902451,100421.582312,738.902451,11.255719,0.112085,ok_bpftrace,0.11,0.17,0.22,8,8.0,224840.338655,1756.5724363327026,1756.5724363327026,0.4466350785304994,0.42065014554290125,0.13944821094399998,0.313344,0.4466350785304994,ok,cpu_or_algorithm_bound
gist960,u25,0.25,8,graph,1507.197388,6323.0,10068.0,970.643623,118.919998,125340.626064,922.208413,125340.626064,922.208413,16.813732,0.134144,ok_bpftrace,0.12,0.22,0.29,16,16.0,431480.950635,3370.977216720581,3370.977216720581,0.2904893619974167,0.273573018656341,0.293376011942,0.626688,0.2904893619974167,ok,cpu_or_algorithm_bound
gist960,u50,0.5,1,graph,277.30011,4156.0,5469.0,263.301981,119.242996,33517.587643,246.661518,33517.587643,246.661518,3.413659,0.101847,ok_bpftrace,0.1,0.13,0.16,4,4.0,38989.50035,304.6062526702881,304.6062526702881,0.8596567625160654,0.8097716834033324,0.09991559684899999,0.156672,0.8596567625160654,ok,inconclusive_mixed
gist960,u50,0.5,4,graph,959.963257,4852.0,5458.0,694.133178,118.945,100540.318026,739.76336,100540.318026,739.76336,11.627626,0.115647,ok_bpftrace,0.11,0.18,0.22,8,8.0,224840.338655,1756.5724363327026,1756.5724363327026,0.4471631675500689,0.42114025285768836,0.13944821094399998,0.313344,0.4471631675500689,ok,cpu_or_algorithm_bound
gist960,u50,0.5,8,graph,1537.912964,6342.0,10994.0,940.930679,118.893997,121339.189363,892.782807,121339.189363,892.782807,16.592017,0.136741,ok_bpftrace,0.12,0.23,0.31,16,16.0,431480.950635,3370.977216720581,3370.977216720581,0.2812156346286622,0.2648439160524894,0.293376011942,0.626688,0.2812156346286622,ok,cpu_or_algorithm_bound
gist960,u100,1.0,1,graph,273.887848,4165.0,6442.0,247.291125,119.255997,31434.277258,231.321404,31434.277258,231.321404,3.239613,0.103024,ok_bpftrace,0.1,0.13,0.16,4,4.0,38989.50035,304.6062526702881,304.6062526702881,0.8062241622955293,0.7594112135655565,0.09991559684899999,0.156672,0.8062241622955293,ok,inconclusive_mixed
gist960,u100,1.0,4,graph,944.851746,4944.0,5403.0,693.139027,119.028,100394.336111,738.660411,100394.336111,738.660411,11.372644,0.11328,ok_bpftrace,0.11,0.17,0.22,8,8.0,224840.338655,1756.5724363327026,1756.5724363327026,0.4465138983136264,0.42051235447035923,0.13944821094399998,0.313344,0.4465138983136264,ok,cpu_or_algorithm_bound
gist960,u100,1.0,8,graph,1476.093872,6530.0,9878.0,976.192779,118.933998,125373.243038,922.465867,125373.243038,922.465867,16.703522,0.13323,ok_bpftrace,0.12,0.22,0.29,16,16.0,431480.950635,3370.977216720581,3370.977216720581,0.29056495507737073,0.2736493923555529,0.293376011942,0.626688,0.29056495507737073,ok,cpu_or_algorithm_bound
glove100,u0p1,0.0010004106415302228,1,prefilter,5899.476562,243.0,2259.0,520.936291,96.0,0.0,0.0,0.0,0.0,0.0,,unavailable_no_events,,,,1,1.0,11561.381287,45.16164493560791,45.16164493560791,0.0,0.0,0.084313921252,0.10496,0.0,ok,cpu_or_algorithm_bound
