achieved_qd,bs,bw_mb_s,dataset,error,filename,fio_json,iodepth,iops,lat_mean_ms,lat_p50_ms,lat_p95_ms,lat_p99_ms,numjobs,read_iops,read_lat_mean_ms,read_mb_s,total_ios
32.0,8k,3420.8312845230103,yfcc10m,0,/mnt/bak3/lzg/PipeANN-github/data/yfcc100M/yfcc10m_pipeann_disk.index,/mnt/bak3/lzg/PipeANN-github/experiments/io_representative_20260514/fio/yfcc10m/fio_yfcc10m_jobs4_qd32.json,32,437862.137929,0.288383561801,0.272384,0.497664,0.63488,4,437862.137929,0.288383561801,3420.8312845230103,13136302
64.0,8k,3700.6691732406616,yfcc10m,0,/mnt/bak3/lzg/PipeANN-github/data/yfcc100M/yfcc10m_pipeann_disk.index,/mnt/bak3/lzg/PipeANN-github/experiments/io_representative_20260514/fio/yfcc10m/fio_yfcc10m_jobs4_qd64.json,64,473677.188187,0.5364684941660001,0.374784,1.695744,2.08896,4,473677.188187,0.5364684941660001,3700.6691732406616,14211263
64.0,8k,3647.6010971069336,yfcc10m,0,/mnt/bak3/lzg/PipeANN-github/data/yfcc100M/yfcc10m_pipeann_disk.index,/mnt/bak3/lzg/PipeANN-github/experiments/io_representative_20260514/fio/yfcc10m/fio_yfcc10m_jobs4_qd128.json,128,466875.941604,1.092689895744,0.905216,2.37568,2.965504,4,466875.941604,1.092689895744,3647.6010971069336,14007212
1.0,8k,580.493670463562,yfcc10m,0,/mnt/bak3/lzg/PipeANN-github/data/yfcc100M/yfcc10m_pipeann_disk.index,/mnt/bak3/lzg/PipeANN-github/experiments/io_representative_20260514/fio/yfcc10m/fio_yfcc10m_jobs8_qd1.json,1,74303.189894,0.104266252282,0.100864,0.146432,0.1792,8,74303.189894,0.104266252282,580.493670463562,2229170
2.0,8k,1058.432562828064,yfcc10m,0,/mnt/bak3/lzg/PipeANN-github/data/yfcc100M/yfcc10m_pipeann_disk.index,/mnt/bak3/lzg/PipeANN-github/experiments/io_representative_20260514/fio/yfcc10m/fio_yfcc10m_jobs8_qd2.json,2,135479.101393,0.114711503533,0.103936,0.177152,0.2304,8,135479.101393,0.114711503533,1058.432562828064,4064644
4.0,8k,1753.0254192352295,yfcc10m,0,/mnt/bak3/lzg/PipeANN-github/data/yfcc100M/yfcc10m_pipeann_disk.index,/mnt/bak3/lzg/PipeANN-github/experiments/io_representative_20260514/fio/yfcc10m/fio_yfcc10m_jobs8_qd4.json,4,224386.453785,0.13920630746499998,0.12032,0.244736,0.313344,8,224386.453785,0.13920630746499998,1753.0254192352295,6731818
8.0,8k,2469.7890272140503,yfcc10m,0,/mnt/bak3/lzg/PipeANN-github/data/yfcc100M/yfcc10m_pipeann_disk.index,/mnt/bak3/lzg/PipeANN-github/experiments/io_representative_20260514/fio/yfcc10m/fio_yfcc10m_jobs8_qd8.json,8,316131.128962,0.19882158872,0.185344,0.350208,0.415744,8,316131.128962,0.19882158872,2469.7890272140503,9484250
16.0,8k,3410.2904901504517,yfcc10m,0,/mnt/bak3/lzg/PipeANN-github/data/yfcc100M/yfcc10m_pipeann_disk.index,/mnt/bak3/lzg/PipeANN-github/experiments/io_representative_20260514/fio/yfcc10m/fio_yfcc10m_jobs8_qd16.json,16,436513.082897,0.289456051452,0.27648,0.493568,0.63488,8,436513.082897,0.289456051452,3410.2904901504517,13095829
32.0,8k,3697.415153503418,yfcc10m,0,/mnt/bak3/lzg/PipeANN-github/data/yfcc100M/yfcc10m_pipeann_disk.index,/mnt/bak3/lzg/PipeANN-github/experiments/io_representative_20260514/fio/yfcc10m/fio_yfcc10m_jobs8_qd32.json,32,473260.807253,0.53695832686,0.370688,1.777664,2.08896,8,473260.807253,0.53695832686,3697.415153503418,14199244
64.0,8k,3645.873607635498,yfcc10m,0,/mnt/bak3/lzg/PipeANN-github/data/yfcc100M/yfcc10m_pipeann_disk.index,/mnt/bak3/lzg/PipeANN-github/experiments/io_representative_20260514/fio/yfcc10m/fio_yfcc10m_jobs8_qd64.json,64,466654.989667,1.093123979307,0.96256,2.37568,2.8672,8,466654.989667,1.093123979307,3645.873607635498,14000583
64.0,8k,3646.1791315078735,yfcc10m,0,/mnt/bak3/lzg/PipeANN-github/data/yfcc100M/yfcc10m_pipeann_disk.index,/mnt/bak3/lzg/PipeANN-github/experiments/io_representative_20260514/fio/yfcc10m/fio_yfcc10m_jobs8_qd128.json,128,466676.998967,2.190175890581,2.072576,3.555328,4.17792,8,466676.998967,2.190175890581,3646.1791315078735,14001710
