format,index_prefix,selector_type,query_label_file,query_count,threads,beamwidth,mem_L,route,resolved_route,L,hybrid_enabled,tau_m,threshold_version,min_tau_m,max_tau_m,min_threshold_version,max_threshold_version,qps,avg_latency_us,p50_latency_us,p90_latency_us,p95_latency_us,p99_latency_us,p999_latency_us,mean_hops,mean_ios,mean_candidate_count,mean_route_overhead_us,fallback_count,prefilter_count,graph_count,empty_count,recall_at,process_max_rss_kb,max_rss_kb,recall,bucket,selectivity,selectivity_percent,chosen_L,recall@10,latency_avg_ms,calibration_wall_s,status,raw_jsonl_path,log_path
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u30.spmat,1000,1,4,0,graph,graph,400,True,0,1,0,0,1,1,124.497108,7850.241211,7842.0,7962.0,8002.0,8089.0,9451.0,0.0,411.11499,300000.0,17.565,0,0,1000,0,10,31256,31256,98.440002,u30,0.3,30.0,400,98.440002,7.850241210999999,8.048539400100708,ok,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u30_graph_L400.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u30_graph_L400.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u50.spmat,1000,1,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,141.583267,6440.315918,6062.0,8426.0,8460.0,8524.0,9545.0,0.0,192.0,500000.0,19.396,0,1000,0,0,10,33128,33128,99.220001,u50,0.5,50.0,10,99.220001,6.4403159180000005,7.097105979919434,ok,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u50_prefilter_L10.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u50_prefilter_L10.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u50.spmat,1000,1,4,0,graph,graph,10,True,0,1,0,0,1,1,1323.569214,734.348999,726.0,874.0,916.0,1024.0,1709.0,0.0,32.169998,500000.0,14.194,0,0,1000,0,10,28768,28768,43.549999,u50,0.5,50.0,10,43.549999,0.7343489990000001,0.788740873336792,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u50_graph_L10.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u50_graph_L10.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u50.spmat,1000,1,4,0,graph,graph,20,True,0,1,0,0,1,1,1147.475586,843.892029,837.0,954.0,994.0,1074.0,1339.0,0.0,38.540001,500000.0,14.286,0,0,1000,0,10,29044,29044,59.73,u50,0.5,50.0,20,59.73,0.8438920289999999,0.9052548408508301,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u50_graph_L20.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u50_graph_L20.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u50.spmat,1000,1,4,0,graph,graph,30,True,0,1,0,0,1,1,909.85376,1049.06897,1038.0,1145.0,1192.0,1377.0,2332.0,0.0,46.875,500000.0,19.771,0,0,1000,0,10,29644,29644,69.139999,u50,0.5,50.0,30,69.139999,1.04906897,1.1352827548980713,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u50_graph_L30.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u50_graph_L30.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u50.spmat,1000,1,4,0,graph,graph,40,True,0,1,0,0,1,1,821.355774,1173.540039,1169.0,1263.0,1304.0,1379.0,2027.0,0.0,55.875,500000.0,14.852,0,0,1000,0,10,29552,29552,75.75,u50,0.5,50.0,40,75.75,1.173540039,1.2556757926940918,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u50_graph_L40.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u50_graph_L40.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u50.spmat,1000,1,4,0,graph,graph,50,True,0,1,0,0,1,1,744.707581,1289.704956,1287.0,1378.0,1406.0,1475.0,1911.0,0.0,65.056,500000.0,16.532,0,0,1000,0,10,29680,29680,80.959999,u50,0.5,50.0,50,80.959999,1.289704956,1.36216139793396,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u50_graph_L50.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u50_graph_L50.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u50.spmat,1000,1,4,0,graph,graph,75,True,0,1,0,0,1,1,542.914001,1784.53894,1782.0,1866.0,1897.0,1969.0,2458.0,0.0,88.962997,500000.0,15.391,0,0,1000,0,10,29652,29652,87.900002,u50,0.5,50.0,75,87.900002,1.78453894,1.8752942085266113,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u50_graph_L75.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u50_graph_L75.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u50.spmat,1000,1,4,0,graph,graph,100,True,167093,1,167093,167093,1,1,431.529785,2237.663086,2230.0,2317.0,2344.0,2411.0,2904.0,0.0,113.259003,500000.0,16.368,0,0,1000,0,10,30132,30132,91.809998,u50,0.5,50.0,100,91.809998,2.237663086,2.333416700363159,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u50_graph_L100.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u50_graph_L100.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u50.spmat,1000,1,4,0,graph,graph,125,True,0,1,0,0,1,1,347.410278,2771.666016,2768.0,2886.0,2916.0,2966.0,5465.0,0.0,137.843002,500000.0,22.134,0,0,1000,0,10,30292,30292,94.330002,u50,0.5,50.0,125,94.330002,2.771666016,2.9119210243225098,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u50_graph_L125.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u50_graph_L125.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u50.spmat,1000,1,4,0,graph,graph,150,True,0,1,0,0,1,1,306.654724,3163.559082,3152.0,3251.0,3280.0,3360.0,4525.0,0.0,162.557999,500000.0,16.978,0,0,1000,0,10,30136,30136,95.800003,u50,0.5,50.0,150,95.800003,3.1635590820000004,3.2954516410827637,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u50_graph_L150.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u50_graph_L150.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u50.spmat,1000,1,4,0,graph,graph,200,True,0,1,0,0,1,1,237.538177,4101.099121,4081.0,4183.0,4214.0,4326.0,10915.0,0.0,212.102997,500000.0,17.253,0,0,1000,0,10,30240,30240,97.139999,u50,0.5,50.0,200,97.139999,4.101099121,4.243632078170776,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u50_graph_L200.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u50_graph_L200.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u50.spmat,1000,1,4,0,graph,graph,300,True,0,1,0,0,1,1,163.272736,5965.408203,5954.0,6062.0,6102.0,6271.0,7427.0,0.0,311.515015,500000.0,17.229,0,0,1000,0,10,31296,31296,98.599998,u50,0.5,50.0,300,98.599998,5.965408203,6.158609867095947,ok,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u50_graph_L300.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u50_graph_L300.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u75.spmat,1000,1,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,103.86805,8790.040039,8757.0,8929.0,8945.0,9126.0,9536.0,0.0,192.0,750000.0,19.042,0,1000,0,0,10,35192,35192,99.089996,u75,0.75,75.0,10,99.089996,8.790040038999999,9.64413070678711,ok,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u75_prefilter_L10.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u75_prefilter_L10.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u75.spmat,1000,1,4,0,graph,graph,10,True,0,1,0,0,1,1,1329.306396,730.492004,723.0,866.0,912.0,1019.0,1769.0,0.0,32.122002,750000.0,14.456,0,0,1000,0,10,28848,28848,53.450001,u75,0.75,75.0,10,53.450001,0.7304920039999999,0.7865564823150635,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u75_graph_L10.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u75_graph_L10.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u75.spmat,1000,1,4,0,graph,graph,20,True,0,1,0,0,1,1,1088.424561,882.424011,877.0,993.0,1041.0,1132.0,1828.0,0.0,38.568001,750000.0,19.635,0,0,1000,0,10,28868,28868,70.360001,u75,0.75,75.0,20,70.360001,0.8824240109999999,0.9538166522979736,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u75_graph_L20.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u75_graph_L20.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u75.spmat,1000,1,4,0,graph,graph,30,True,0,1,0,0,1,1,900.603027,1060.312012,1048.0,1156.0,1202.0,1411.0,2669.0,0.0,46.886002,750000.0,20.471,0,0,1000,0,10,29624,29624,78.529999,u75,0.75,75.0,30,78.529999,1.060312012,1.1495912075042725,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u75_graph_L30.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u75_graph_L30.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u75.spmat,1000,1,4,0,graph,graph,40,True,0,1,0,0,1,1,813.994629,1179.781006,1171.0,1270.0,1307.0,1383.0,2003.0,0.0,55.869999,750000.0,17.124,0,0,1000,0,10,29488,29488,84.050003,u75,0.75,75.0,40,84.050003,1.179781006,1.2521889209747314,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u75_graph_L40.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u75_graph_L40.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u75.spmat,1000,1,4,0,graph,graph,50,True,0,1,0,0,1,1,675.490479,1416.223022,1409.0,1501.0,1538.0,1691.0,2950.0,0.0,65.07,750000.0,21.698,0,0,1000,0,10,29648,29648,87.910004,u75,0.75,75.0,50,87.910004,1.4162230219999998,1.5162270069122314,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u75_graph_L50.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u75_graph_L50.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u75.spmat,1000,1,4,0,graph,graph,75,True,0,1,0,0,1,1,541.287415,1790.291992,1787.0,1875.0,1907.0,1981.0,2625.0,0.0,88.956001,750000.0,16.02,0,0,1000,0,10,29748,29748,92.68,u75,0.75,75.0,75,92.68,1.790291992,1.8823482990264893,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u75_graph_L75.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u75_graph_L75.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u75.spmat,1000,1,4,0,graph,graph,100,True,167093,1,167093,167093,1,1,429.136871,2250.548096,2245.0,2332.0,2365.0,2421.0,3329.0,0.0,113.258003,750000.0,17.114,0,0,1000,0,10,30188,30188,95.199997,u75,0.75,75.0,100,95.199997,2.250548096,2.3461828231811523,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u75_graph_L100.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u75_graph_L100.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u75.spmat,1000,1,4,0,graph,graph,125,True,0,1,0,0,1,1,358.341187,2702.370117,2692.0,2787.0,2815.0,2877.0,3796.0,0.0,137.837997,750000.0,17.018,0,0,1000,0,10,30148,30148,96.760002,u75,0.75,75.0,125,96.760002,2.702370117,2.8252713680267334,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u75_graph_L125.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u75_graph_L125.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u75.spmat,1000,1,4,0,graph,graph,150,True,0,1,0,0,1,1,305.103455,3180.426025,3170.0,3267.0,3297.0,3358.0,4439.0,0.0,162.561005,750000.0,17.462,0,0,1000,0,10,30132,30132,97.690002,u75,0.75,75.0,150,97.690002,3.180426025,3.3100552558898926,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u75_graph_L150.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u75_graph_L150.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u75.spmat,1000,1,4,0,graph,graph,200,True,0,1,0,0,1,1,237.76474,4096.599121,4085.0,4186.0,4221.0,4311.0,5608.0,0.0,212.110001,750000.0,17.356,0,0,1000,0,10,30092,30092,98.550003,u75,0.75,75.0,200,98.550003,4.096599121000001,4.243492841720581,ok,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u75_graph_L200.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u75_graph_L200.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u100.spmat,1000,1,4,0,prefilter,prefilter,10,True,0,1,0,0,1,1,78.604942,11620.955078,11575.0,11797.0,11812.0,11987.0,12755.0,0.0,192.0,1000000.0,20.784,0,1000,0,0,10,37188,37188,98.919998,u100,1.0,100.0,10,98.919998,11.620955078000001,12.738138198852539,ok,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u100_prefilter_L10.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u100_prefilter_L10.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u100.spmat,1000,1,4,0,graph,graph,10,True,0,1,0,0,1,1,1332.282837,729.11499,721.0,865.0,913.0,1029.0,1683.0,0.0,32.098,1000000.0,14.023,0,0,1000,0,10,29044,29044,59.740002,u100,1.0,100.0,10,59.740002,0.72911499,0.7852723598480225,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u100_graph_L10.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u100_graph_L10.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u100.spmat,1000,1,4,0,graph,graph,20,True,0,1,0,0,1,1,1080.395752,889.297974,882.0,1003.0,1050.0,1153.0,1684.0,0.0,38.570999,1000000.0,18.801,0,0,1000,0,10,28844,28844,76.160004,u100,1.0,100.0,20,76.160004,0.889297974,0.9613997936248779,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u100_graph_L20.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u100_graph_L20.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u100.spmat,1000,1,4,0,graph,graph,30,True,0,1,0,0,1,1,937.496521,1016.840027,1007.0,1113.0,1155.0,1279.0,2134.0,0.0,46.880001,1000000.0,19.35,0,0,1000,0,10,29608,29608,83.440002,u100,1.0,100.0,30,83.440002,1.016840027,1.1027541160583496,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u100_graph_L30.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u100_graph_L30.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u100.spmat,1000,1,4,0,graph,graph,40,True,0,1,0,0,1,1,817.634644,1173.072021,1168.0,1263.0,1297.0,1365.0,1962.0,0.0,55.866001,1000000.0,16.758,0,0,1000,0,10,29564,29564,88.470001,u100,1.0,100.0,40,88.470001,1.1730720209999999,1.2421512603759766,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u100_graph_L40.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u100_graph_L40.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u100.spmat,1000,1,4,0,graph,graph,50,True,0,1,0,0,1,1,715.052307,1349.879028,1348.0,1433.0,1467.0,1534.0,2020.0,0.0,65.059998,1000000.0,14.866,0,0,1000,0,10,29600,29600,91.400002,u100,1.0,100.0,50,91.400002,1.3498790280000001,1.4146263599395752,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u100_graph_L50.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u100_graph_L50.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u100.spmat,1000,1,4,0,graph,graph,75,True,0,1,0,0,1,1,541.883728,1787.965942,1786.0,1869.0,1903.0,1972.0,2810.0,0.0,88.959999,1000000.0,15.174,0,0,1000,0,10,29564,29564,94.940002,u100,1.0,100.0,75,94.940002,1.787965942,1.879892349243164,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u100_graph_L75.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u100_graph_L75.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u100.spmat,1000,1,4,0,graph,graph,100,True,167093,1,167093,167093,1,1,430.676849,2242.633057,2236.0,2323.0,2350.0,2420.0,3215.0,0.0,113.255997,1000000.0,16.319,0,0,1000,0,10,30204,30204,96.720001,u100,1.0,100.0,100,96.720001,2.242633057,2.337855100631714,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u100_graph_L100.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u100_graph_L100.json
pipeann.hybrid.search.v1,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/tmp/direct_1m_pq16,intersect,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u100.spmat,1000,1,4,0,graph,graph,125,True,0,1,0,0,1,1,347.535004,2772.423096,2765.0,2887.0,2918.0,2999.0,5441.0,0.0,137.839996,1000000.0,21.867,0,0,1000,0,10,30236,30236,97.769997,u100,1.0,100.0,125,97.769997,2.772423096,2.9113919734954834,failed_recall,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/raw/calibration/intersect_u100_graph_L125.jsonl,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite_pq16_aris_20260520_072453/logs/calibration/intersect_u100_graph_L125.json
