status,path,start_points,points,chosen_L,mode,route,threads,insert_threads,max_rss_kb,live_point_count,elapsed_s,qps,avg_latency_us,p50_latency_us,p95_latency_us,p99_latency_us,recall@10,process_max_rss_kb,rss_before_query_kb,rss_after_query_kb,query_peak_rss_kb,query_peak_delta_kb,mean_candidate_count,mean_route_overhead_us,prefilter_count,graph_count,fallback_count,empty_count,min_threshold,max_threshold
ok,direct_seed_250k,250000,250000,100,measure-dynamic-search,auto,1,1,150136,250000,95.729886,104.460587,9572.58455,9341.275,11649.104,13073.158,99.939,150136,86068,86724,86724,656,0.0,0.0,0,0,0,0,0,0
ok,direct_seed_250k,250000,500000,100,measure-dynamic-search,auto,1,1,150136,500000,91.891221,108.824324,9188.806217,9247.513,11393.824,13246.396,99.595,150136,144824,145496,145496,672,0.0,0.0,0,0,0,0,0,0
ok,direct_seed_250k,250000,750000,100,measure-dynamic-search,auto,1,1,215272,750000,91.581687,109.192136,9157.841054,9273.596,12072.948,14158.28,99.535,215272,214732,215272,215272,540,0.0,0.0,0,0,0,0,0,0
ok,direct_seed_250k,250000,1000000,100,measure-dynamic-search,auto,1,1,262076,1000000,91.750792,108.990884,9174.697258,9308.766,9789.536,10965.524,99.465,262076,261236,262072,262072,836,0.0,0.0,0,0,0,0,0,0
ok,direct_seed_500k,500000,500000,100,measure-dynamic-search,auto,1,1,150136,500000,97.115426,102.970253,9711.192434,9372.083,12719.801,15940.219,99.723,150136,146988,147792,147792,804,0.0,0.0,0,0,0,0,0,0
ok,direct_seed_500k,500000,750000,100,measure-dynamic-search,auto,1,1,219492,750000,94.486783,105.834909,9448.323881,9403.145,12557.191,17310.178,99.705,219492,218872,219492,219492,620,0.0,0.0,0,0,0,0,0,0
ok,direct_seed_500k,500000,1000000,100,measure-dynamic-search,auto,1,1,265028,1000000,92.348531,108.285426,9234.510403,9345.672,9774.544,10447.944,99.583,265028,264456,265020,265020,564,0.0,0.0,0,0,0,0,0,0
