status,points,raw_vector_bytes,total_index_bytes,extra_over_raw_ratio,total_to_raw_ratio,_disk.index,_disk.index.tags,_pq_compressed.bin,_pq_pivots.bin,_labels.densebit,_hybrid.meta
ok,250000,128000000,260375460,1.03418328125,2.03418328125,256004096,0,4000008,136292,233208,1856
ok,500000,256000000,520608196,1.033625765625,2.033625765625,512004096,0,8000008,136292,465944,1856
ok,750000,384000000,780840932,1.0334399270833334,2.033439927083333,768004096,0,12000008,136292,698680,1856
ok,1000000,512000000,1041073668,1.0333470078125,2.0333470078125,1024004096,0,16000008,136292,931416,1856
