L,aris_job_id,avg_latency_us,beamwidth,bucket,chosen_L,completed_at,empty_count,fallback_count,filter_type,format,graph_count,hybrid_enabled,index_prefix,latency_budget_ms,max_rss_kb,max_tau_m,max_threshold_version,mean_candidate_count,mean_hops,mean_ios,mean_route_overhead_us,mem_L,min_tau_m,min_threshold_version,p50_latency_us,p90_latency_us,p95_latency_us,p999_latency_us,p99_latency_us,points,prefilter_count,process_max_rss_kb,qps,query_count,query_label_file,recall,recall@10,recall_at,resolved_route,route,selected_route,selector_type,source_experiment,started_at,status,tau_m,threads,threshold_version,wall_s,within_avg_latency_budget,within_p90_latency_budget,within_p95_latency_budget,within_p99_latency_budget
10,intersect_u1e-01_t16,3599.023926,4,u1e-01,10,2026-05-19T09:48:56.889641Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,67056,0,1,100000.0,0.0,160.0,37.074,0,0,1,3331.0,4038.0,5257.0,12671.0,11468.0,1000000,1000,67056,4119.597656,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u1e-01.spmat,100.0,100.0,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:48:56.590238Z,ok,0,16,1,0.298922061920166,True,True,True,False
10,intersect_u25_t01,4980.602051,4,u25,10,2026-05-19T09:49:02.255551Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,47000,0,1,250000.0,0.0,192.0,17.5,0,0,1,4966.0,4988.0,5198.0,5971.0,5231.0,1000000,1000,47000,188.74411,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u25.spmat,100.0,100.0,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:48:56.908069Z,ok,0,1,1,5.347019672393799,True,True,True,True
10,intersect_u25_t02,6258.208984,4,u25,10,2026-05-19T09:49:05.639575Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,49696,0,1,250000.0,0.0,192.0,21.44,0,0,1,5682.0,8228.0,8269.0,17437.0,8493.0,1000000,1000,49696,301.385956,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u25.spmat,100.0,100.0,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:02.272888Z,ok,0,2,1,3.366208791732788,True,True,True,True
10,intersect_u25_t03,5404.490234,4,u25,10,2026-05-19T09:49:07.617788Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,52684,0,1,250000.0,0.0,192.0,19.32,0,0,1,5408.0,5682.0,5746.0,18055.0,7035.0,1000000,1000,52684,523.198975,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u25.spmat,100.0,100.0,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:05.657050Z,ok,0,3,1,1.9602632522583008,True,True,True,True
10,intersect_u25_t04,5793.27002,4,u25,10,2026-05-19T09:49:09.209584Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,55388,0,1,250000.0,0.0,192.0,21.136,0,0,1,5451.0,7260.0,7341.0,19251.0,7637.0,1000000,1000,55388,649.61731,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u25.spmat,100.0,100.0,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:07.635932Z,ok,0,4,1,1.5731875896453857,True,True,True,True
10,intersect_u25_t05,6041.890137,4,u25,10,2026-05-19T09:49:10.549690Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,58176,0,1,250000.0,0.0,192.0,22.945,0,0,1,5573.0,7338.0,7456.0,19187.0,8293.0,1000000,1000,58176,776.109924,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u25.spmat,100.0,100.0,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:09.227457Z,ok,0,5,1,1.3217666149139404,True,True,True,True
10,intersect_u25_t06,6709.473145,4,u25,10,2026-05-19T09:49:11.792725Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,60976,0,1,250000.0,0.0,192.0,24.832,0,0,1,6901.0,8469.0,8867.0,19190.0,11285.0,1000000,1000,60976,841.103271,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u25.spmat,100.0,100.0,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:10.566976Z,ok,0,6,1,1.2252731323242188,True,True,True,False
10,intersect_u25_t07,6798.919922,4,u25,10,2026-05-19T09:49:12.898964Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,63776,0,1,250000.0,0.0,192.0,26.797,0,0,1,6931.0,8058.0,8732.0,19348.0,11343.0,1000000,1000,63776,966.682312,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u25.spmat,100.0,100.0,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:11.811501Z,ok,0,7,1,1.0869896411895752,True,True,True,False
10,intersect_u25_t08,6955.911133,4,u25,10,2026-05-19T09:49:13.900099Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,66184,0,1,250000.0,0.0,192.0,27.187,0,0,1,7125.0,8733.0,8888.0,19604.0,11182.0,1000000,1000,66184,1078.610962,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u25.spmat,100.0,100.0,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:12.917795Z,ok,0,8,1,0.9818298816680908,True,True,True,False
10,intersect_u25_t09,6917.751953,4,u25,10,2026-05-19T09:49:14.794980Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,68644,0,1,250000.0,0.0,192.0,28.637,0,0,1,6924.0,8731.0,8899.0,20120.0,10817.0,1000000,1000,68644,1217.378418,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u25.spmat,100.0,100.0,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:13.918588Z,ok,0,9,1,0.875929594039917,True,True,True,False
10,intersect_u25_t10,7109.168945,4,u25,10,2026-05-19T09:49:15.611611Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,71588,0,1,250000.0,0.0,192.0,30.818,0,0,1,7024.0,8802.0,8899.0,20252.0,11983.0,1000000,1000,71588,1314.872681,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u25.spmat,100.0,100.0,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:14.813077Z,ok,0,10,1,0.7980656623840332,True,True,True,False
10,intersect_u25_t11,7211.577148,4,u25,10,2026-05-19T09:49:16.369824Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,74248,0,1,250000.0,0.0,192.0,32.771,0,0,1,7172.0,8819.0,8998.0,19606.0,17464.0,1000000,1000,74248,1421.11731,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u25.spmat,100.0,100.0,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:15.628609Z,ok,0,11,1,0.7407436370849609,True,True,True,False
10,intersect_u25_t12,7305.856934,4,u25,10,2026-05-19T09:49:17.081611Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,76908,0,1,250000.0,0.0,192.0,34.759,0,0,1,7209.0,8807.0,8973.0,21269.0,18226.0,1000000,1000,76908,1531.742798,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u25.spmat,100.0,100.0,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:16.388446Z,ok,0,12,1,0.6926989555358887,True,True,True,False
10,intersect_u25_t13,7361.685059,4,u25,10,2026-05-19T09:49:17.748084Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,79872,0,1,250000.0,0.0,192.0,39.163,0,0,1,7162.0,8795.0,8901.0,20745.0,18603.0,1000000,1000,79872,1645.105469,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u25.spmat,100.0,100.0,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:17.099701Z,ok,0,13,1,0.647921085357666,True,True,True,False
10,intersect_u25_t14,7367.230957,4,u25,10,2026-05-19T09:49:18.373572Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,84496,0,1,250000.0,0.0,192.0,39.097,0,0,1,7183.0,8813.0,8980.0,20397.0,18166.0,1000000,1000,84496,1763.220337,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u25.spmat,100.0,100.0,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:17.765963Z,ok,0,14,1,0.6071202754974365,True,True,True,False
10,intersect_u25_t15,7645.588867,4,u25,10,2026-05-19T09:49:18.979154Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,85268,0,1,250000.0,0.0,192.0,41.616,0,0,1,7307.0,8892.0,9040.0,20970.0,18953.0,1000000,1000,85268,1823.411255,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u25.spmat,100.0,100.0,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:18.390972Z,ok,0,15,1,0.587653398513794,True,True,True,False
10,intersect_u25_t16,7819.688965,4,u25,10,2026-05-19T09:49:19.573338Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,87916,0,1,250000.0,0.0,192.0,43.912,0,0,1,7267.0,8873.0,9040.0,32620.0,19147.0,1000000,1000,87916,1897.5448,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u25.spmat,100.0,100.0,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:18.997382Z,ok,0,16,1,0.5754694938659668,True,True,True,False
10,intersect_u30_t01,5893.38916,4,u30,10,2026-05-19T09:49:25.889646Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,47352,0,1,300000.0,0.0,192.0,18.163,0,0,1,5876.0,5949.0,6021.0,6509.0,6144.0,1000000,1000,47352,159.583588,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u30.spmat,99.769997,99.769997,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:19.590552Z,ok,0,1,1,6.298597574234009,True,True,True,True
10,intersect_u30_t02,6597.958008,4,u30,10,2026-05-19T09:49:29.446662Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,50480,0,1,300000.0,0.0,192.0,19.082,0,0,1,6364.0,8179.0,8556.0,20514.0,8825.0,1000000,1000,50480,285.733704,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u30.spmat,99.769997,99.769997,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:25.908152Z,ok,0,2,1,3.5380375385284424,True,True,True,True
10,intersect_u30_t03,6665.569824,4,u30,10,2026-05-19T09:49:31.859375Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,53684,0,1,300000.0,0.0,192.0,19.618,0,0,1,6349.0,8583.0,8705.0,21485.0,8914.0,1000000,1000,53684,423.776825,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u30.spmat,99.769997,99.769997,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:29.464558Z,ok,0,3,1,2.394346237182617,True,True,True,True
10,intersect_u30_t04,6786.176758,4,u30,10,2026-05-19T09:49:33.713260Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,56916,0,1,300000.0,0.0,192.0,20.571,0,0,1,6463.0,8587.0,8692.0,21176.0,8941.0,1000000,1000,56916,554.739563,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u30.spmat,99.769997,99.769997,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:31.876820Z,ok,0,4,1,1.835958480834961,True,True,True,True
10,intersect_u30_t05,6737.663086,4,u30,10,2026-05-19T09:49:35.199705Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,59992,0,1,300000.0,0.0,192.0,21.657,0,0,1,6425.0,8216.0,8506.0,20786.0,8758.0,1000000,1000,59992,696.874023,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u30.spmat,99.769997,99.769997,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:33.730603Z,ok,0,5,1,1.468632459640503,True,True,True,True
10,intersect_u30_t06,7501.080078,4,u30,10,2026-05-19T09:49:36.588229Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,63296,0,1,300000.0,0.0,192.0,23.338,0,0,1,6718.0,8901.0,10600.0,21581.0,11419.0,1000000,1000,63296,751.38269,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u30.spmat,99.769997,99.769997,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:35.217988Z,ok,0,6,1,1.3697435855865479,True,True,False,False
10,intersect_u30_t07,8004.341797,4,u30,10,2026-05-19T09:49:37.875995Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,66520,0,1,300000.0,0.0,192.0,26.562,0,0,1,8280.0,9173.0,10355.0,19880.0,11857.0,1000000,1000,66520,820.777832,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u30.spmat,99.769997,99.769997,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:36.605628Z,ok,0,7,1,1.2698957920074463,True,True,False,False
10,intersect_u30_t08,8046.503906,4,u30,10,2026-05-19T09:49:39.006182Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,69636,0,1,300000.0,0.0,192.0,26.877,0,0,1,8204.0,10330.0,10573.0,22880.0,12141.0,1000000,1000,69636,932.897583,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u30.spmat,99.769997,99.769997,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:37.894072Z,ok,0,8,1,1.1116418838500977,True,False,False,False
10,intersect_u30_t09,8008.282227,4,u30,10,2026-05-19T09:49:40.011927Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,71488,0,1,300000.0,0.0,192.0,28.194,0,0,1,8148.0,10389.0,10537.0,21876.0,12021.0,1000000,1000,71488,1054.703369,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u30.spmat,99.769997,99.769997,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:39.025293Z,ok,0,9,1,0.9861698150634766,True,False,False,False
10,intersect_u30_t10,8216.591797,4,u30,10,2026-05-19T09:49:40.945121Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,74340,0,1,300000.0,0.0,192.0,30.226,0,0,1,8205.0,10409.0,10551.0,21495.0,12987.0,1000000,1000,74340,1138.757935,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u30.spmat,99.769997,99.769997,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:40.029759Z,ok,0,10,1,0.9148743152618408,True,False,False,False
10,intersect_u30_t11,8257.06543,4,u30,10,2026-05-19T09:49:41.805542Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,77296,0,1,300000.0,0.0,192.0,30.905,0,0,1,8323.0,10380.0,10591.0,22388.0,19637.0,1000000,1000,77296,1244.838501,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u30.spmat,99.769997,99.769997,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:40.963607Z,ok,0,11,1,0.8414690494537354,True,False,False,False
10,intersect_u30_t12,8451.228516,4,u30,10,2026-05-19T09:49:42.618074Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,80696,0,1,300000.0,0.0,192.0,33.52,0,0,1,8426.0,10496.0,10660.0,22923.0,20571.0,1000000,1000,80696,1325.311646,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u30.spmat,99.769997,99.769997,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:41.823178Z,ok,0,12,1,0.7944204807281494,True,False,False,False
10,intersect_u30_t13,8593.541016,4,u30,10,2026-05-19T09:49:43.383519Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,83296,0,1,300000.0,0.0,192.0,36.301,0,0,1,8310.0,10458.0,10596.0,23804.0,20141.0,1000000,1000,83296,1410.39502,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u30.spmat,99.769997,99.769997,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:42.635358Z,ok,0,13,1,0.7476916313171387,True,False,False,False
10,intersect_u30_t14,8701.861328,4,u30,10,2026-05-19T09:49:44.110256Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,86740,0,1,300000.0,0.0,192.0,36.781,0,0,1,8469.0,10500.0,10628.0,22692.0,20724.0,1000000,1000,86740,1498.159058,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u30.spmat,99.769997,99.769997,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:43.402414Z,ok,0,14,1,0.707378625869751,True,False,False,False
10,intersect_u30_t15,8711.036133,4,u30,10,2026-05-19T09:49:44.793149Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,89300,0,1,300000.0,0.0,192.0,39.002,0,0,1,8543.0,10527.0,10680.0,23184.0,21065.0,1000000,1000,89300,1600.108032,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u30.spmat,99.769997,99.769997,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:44.127839Z,ok,0,15,1,0.6648159027099609,True,False,False,False
10,intersect_u30_t16,8850.367188,4,u30,10,2026-05-19T09:49:45.447591Z,0,0,intersect,pipeann.hybrid.search.v1,0,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,92440,0,1,300000.0,0.0,192.0,44.947,0,0,1,8624.0,10552.0,10753.0,23347.0,20831.0,1000000,1000,92440,1680.334595,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u30.spmat,99.769997,99.769997,10,prefilter,prefilter,prefilter,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:44.812001Z,ok,0,16,1,0.6351220607757568,True,False,False,False
100,intersect_u50_t01,2238.409912,4,u50,100,2026-05-19T09:49:47.815456Z,0,0,intersect,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,45672,59776,1,500000.0,0.0,113.023003,17.435,0,59776,1,2231.0,2319.0,2352.0,4069.0,2419.0,1000000,0,45672,431.55069,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u50.spmat,98.959999,98.959999,10,graph,graph,graph,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:45.465803Z,ok,59776,1,1,2.349393844604492,True,True,True,True
100,intersect_u50_t02,2369.840088,4,u50,100,2026-05-19T09:49:49.094842Z,0,0,intersect,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,47540,59776,1,500000.0,0.0,112.938004,17.745,0,59776,1,2358.0,2469.0,2506.0,4111.0,2661.0,1000000,0,47540,815.864624,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u50.spmat,98.959999,98.959999,10,graph,graph,graph,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:47.820597Z,ok,59776,2,1,1.2738254070281982,True,True,True,True
100,intersect_u50_t03,2491.212891,4,u50,100,2026-05-19T09:49:50.013187Z,0,0,intersect,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,49356,59776,1,500000.0,0.0,112.870003,21.537,0,59776,1,2476.0,2618.0,2682.0,4606.0,2858.0,1000000,0,49356,1157.142578,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u50.spmat,98.959999,98.959999,10,graph,graph,graph,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:49.113006Z,ok,59776,3,1,0.8996574878692627,True,True,True,True
100,intersect_u50_t04,2619.770996,4,u50,100,2026-05-19T09:49:50.764429Z,0,0,intersect,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,50192,59776,1,500000.0,0.0,112.859001,22.879,0,59776,1,2603.0,2751.0,2816.0,6436.0,3005.0,1000000,0,50192,1467.784424,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u50.spmat,98.970001,98.970001,10,graph,graph,graph,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:50.030397Z,ok,59776,4,1,0.7335453033447266,True,True,True,True
100,intersect_u50_t05,2652.954102,4,u50,100,2026-05-19T09:49:51.384974Z,0,0,intersect,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,51524,59776,1,500000.0,0.0,112.772003,22.895,0,59776,1,2625.0,2809.0,2904.0,5497.0,3270.0,1000000,0,51524,1811.655518,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u50.spmat,98.959999,98.959999,10,graph,graph,graph,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:50.782184Z,ok,59776,5,1,0.6022861003875732,True,True,True,True
100,intersect_u50_t06,2986.701904,4,u50,100,2026-05-19T09:49:51.975377Z,0,0,intersect,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,52632,59776,1,500000.0,0.0,112.733002,23.129,0,59776,1,2809.0,3743.0,4324.0,6680.0,5057.0,1000000,0,52632,1936.76123,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u50.spmat,98.959999,98.959999,10,graph,graph,graph,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:51.402476Z,ok,59776,6,1,0.5724303722381592,True,True,True,True
100,intersect_u50_t07,2946.500977,4,u50,100,2026-05-19T09:49:52.464428Z,0,0,intersect,pipeann.hybrid.search.v1,1000,True,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/exp6_aris_cpu_clean/tmp/direct_1m,10.0,54888,59776,1,500000.0,0.0,112.708,25.321,0,59776,1,2904.0,3119.0,3201.0,8753.0,4268.0,1000000,0,54888,2285.4646,1000,/mnt/bak3/lzg/PipeANN-github/experiments/r116_suite/labels/query_1000_u50.spmat,98.959999,98.959999,10,graph,graph,graph,intersect,exp4_intersect_range_selectivity,2026-05-19T09:49:51.992961Z,ok,59776,7,1,0.47098660469055176,True,True,True,True
