build_1m_s,insert_remaining_s,insert_total_s,points,seed_build_s,seed_n,status,threads
56.54592013405636,534.191648,534.6395396989174,1000000,0.447891698917374,10000,ok,32
72.8562897988595,835.829714,836.3126243718511,1000000,0.482910371851176,10000,ok,16
139.11804525717162,1221.023408,1221.6449329239467,1000000,0.6215249239467084,10000,ok,8
227.50319567508996,2218.124194,2219.0268161758686,1000000,0.9026221758686006,10000,ok,4
