mode,route,threads,insert_threads,points,chosen_L,max_rss_kb,live_point_count,elapsed_s,qps,avg_latency_us,p50_latency_us,p95_latency_us,p99_latency_us,recall@10,process_max_rss_kb,rss_before_query_kb,rss_after_query_kb,query_peak_rss_kb,query_peak_delta_kb,mean_candidate_count,mean_route_overhead_us,prefilter_count,graph_count,fallback_count,empty_count,min_threshold,max_threshold,status,state,bucket,selected_route,query_threads,inserted_during_search,start_points,total_points,target_recall@10,calibration_recall@10,calibration_avg_latency_us,exp3_pq_bytes
search-during-insert,prefilter,1,4,1000000,10,888936,1000000,0.434196,2303.109331,434.089328,414.131,466.786,811.33,100.0,,,,,,,,,,,,,,ok,during_insert_from_1m,u1e-03,prefilter,1,0,1000000,2000000,98.0,100.0,7137.305544,32
search-during-insert,prefilter,1,4,1000004,10,935108,1000004,0.53389,1873.043508,533.777649,488.109,573.08,893.457,100.0,,,,,,,,,,,,,,ok,during_insert_from_1m,u3e-03,prefilter,1,4,1000000,2000000,98.0,100.0,7123.211429,32
search-during-insert,prefilter,1,4,1000076,10,934312,1000076,0.893671,1118.979887,893.543417,828.808,1045.611,1727.834,100.0,,,,,,,,,,,,,,ok,during_insert_from_1m,u1e-02,prefilter,1,76,1000000,2000000,98.0,100.0,9391.243469,32
search-during-insert,prefilter,1,4,1000275,10,934372,1000275,2.053202,487.044082,2053.073314,1964.194,2409.428,3518.785,100.0,,,,,,,,,,,,,,ok,during_insert_from_1m,u5e-02,prefilter,1,275,1000000,2000000,98.0,100.0,11640.795512,32
search-during-insert,prefilter,1,4,1000557,10,935144,1000557,3.75902,266.026768,3758.706199,3481.489,5266.931,7340.567,100.0,,,,,,,,,,,,,,ok,during_insert_from_1m,u1e-01,prefilter,1,557,1000000,2000000,98.0,100.0,11363.080749,32
search-during-insert,prefilter,1,4,1001298,10,939228,1001298,7.58306,131.872891,7582.750013,7216.483,9604.046,12424.877,99.99,,,,,,,,,,,,,,ok,during_insert_from_1m,u25,prefilter,1,1298,1000000,2000000,98.0,99.99,14367.58287,32
search-during-insert,prefilter,1,4,1001469,10,938660,1001469,8.187102,122.143337,8186.887719,7857.308,10277.772,11811.79,100.0,,,,,,,,,,,,,,ok,during_insert_from_1m,u30,prefilter,1,1469,1000000,2000000,98.0,100.0,14324.285446,32
search-during-insert,graph,1,4,1001276,75,938260,1001276,7.277917,137.401956,7277.562283,7186.543,8101.842,8763.132,99.32,,,,,,,,,,,,,,ok,during_insert_from_1m,u50,graph,1,1276,1000000,2000000,98.0,99.32,21268.69973,32
search-during-insert,graph,1,4,1000691,40,936736,1000691,4.10354,243.692034,4103.250972,4016.111,4710.169,5225.952,98.04,,,,,,,,,,,,,,ok,during_insert_from_1m,u75,graph,1,691,1000000,2000000,98.0,98.04,6450.466402,32
search-during-insert,graph,1,4,1000685,40,939044,1000685,4.107179,243.4761,4106.851675,4027.406,4739.99,5294.305,98.94,,,,,,,,,,,,,,ok,during_insert_from_1m,u100,graph,1,685,1000000,2000000,98.0,98.94,6632.51683,32
search-during-insert,prefilter,1,2,1000000,10,884032,1000000,0.45698,2188.280623,456.827034,435.331,486.093,757.694,100.0,,,,,,,,,,,,,,ok,during_insert_from_1m,u1e-03,prefilter,1,0,1000000,2000000,98.0,100.0,7137.305544,32
search-during-insert,prefilter,1,2,1000000,10,884156,1000000,0.55125,1814.057493,551.03496,529.932,593.491,1214.065,100.0,,,,,,,,,,,,,,ok,during_insert_from_1m,u3e-03,prefilter,1,0,1000000,2000000,98.0,100.0,7123.211429,32
search-during-insert,prefilter,1,2,1000028,10,931956,1000028,0.925631,1080.343545,925.46046,878.025,1015.383,1853.883,100.0,,,,,,,,,,,,,,ok,during_insert_from_1m,u1e-02,prefilter,1,28,1000000,2000000,98.0,100.0,9391.243469,32
search-during-insert,prefilter,1,2,1000158,10,932312,1000158,2.128856,469.73583,2128.723775,2056.849,2415.497,3000.374,100.0,,,,,,,,,,,,,,ok,during_insert_from_1m,u5e-02,prefilter,1,158,1000000,2000000,98.0,100.0,11640.795512,32
search-during-insert,prefilter,1,2,1000283,10,934644,1000283,3.297916,303.221794,3297.746657,3187.198,3772.29,5168.219,100.0,,,,,,,,,,,,,,ok,during_insert_from_1m,u1e-01,prefilter,1,283,1000000,2000000,98.0,100.0,11363.080749,32
search-during-insert,prefilter,1,2,1000672,10,936000,1000672,7.340165,136.236726,7339.87171,7068.835,8820.785,12317.853,99.99,,,,,,,,,,,,,,ok,during_insert_from_1m,u25,prefilter,1,672,1000000,2000000,98.0,99.99,14367.58287,32
search-during-insert,prefilter,1,2,1000718,10,936060,1000718,7.699323,129.881555,7699.124577,7528.699,8742.572,10303.484,100.0,,,,,,,,,,,,,,ok,during_insert_from_1m,u30,prefilter,1,718,1000000,2000000,98.0,100.0,14324.285446,32
search-during-insert,graph,1,2,1000616,75,935536,1000616,6.933833,144.220369,6933.418412,6838.815,7475.5,8007.688,99.32,,,,,,,,,,,,,,ok,during_insert_from_1m,u50,graph,1,616,1000000,2000000,98.0,99.32,21268.69973,32
search-during-insert,graph,1,2,1000326,40,935356,1000326,3.93123,254.373304,3930.896703,3863.247,4334.142,4818.281,98.04,,,,,,,,,,,,,,ok,during_insert_from_1m,u75,graph,1,326,1000000,2000000,98.0,98.04,6450.466402,32
search-during-insert,graph,1,2,1000340,40,933332,1000340,3.896631,256.631974,3896.378188,3842.233,4269.946,4514.291,98.94,,,,,,,,,,,,,,ok,during_insert_from_1m,u100,graph,1,340,1000000,2000000,98.0,98.94,6632.51683,32
search-during-insert,prefilter,1,1,1000000,10,882208,1000000,0.467244,2140.208509,467.088306,449.613,478.014,681.5,100.0,,,,,,,,,,,,,,ok,during_insert_from_1m,u1e-03,prefilter,1,0,1000000,2000000,98.0,100.0,7137.305544,32
search-during-insert,prefilter,1,1,1000002,10,930112,1000002,0.52096,1919.531983,520.829123,463.98,597.829,1060.828,100.0,,,,,,,,,,,,,,ok,during_insert_from_1m,u3e-03,prefilter,1,2,1000000,2000000,98.0,100.0,7123.211429,32
search-during-insert,prefilter,1,1,1000019,10,930304,1000019,0.857741,1165.852707,857.634908,801.427,970.103,1348.365,100.0,,,,,,,,,,,,,,ok,during_insert_from_1m,u1e-02,prefilter,1,19,1000000,2000000,98.0,100.0,9391.243469,32
search-during-insert,prefilter,1,1,1000073,10,930756,1000073,1.937871,516.030222,1937.757019,1871.129,2153.768,2816.455,100.0,,,,,,,,,,,,,,ok,during_insert_from_1m,u5e-02,prefilter,1,73,1000000,2000000,98.0,100.0,11640.795512,32
search-during-insert,prefilter,1,1,1000132,10,932980,1000132,3.138748,318.598412,3138.59235,2862.518,4763.356,6690.61,100.0,,,,,,,,,,,,,,ok,during_insert_from_1m,u1e-01,prefilter,1,132,1000000,2000000,98.0,100.0,11363.080749,32
search-during-insert,prefilter,1,1,1000317,10,934360,1000317,6.943286,144.024019,6942.965204,6825.752,7520.684,9221.592,99.99,,,,,,,,,,,,,,ok,during_insert_from_1m,u25,prefilter,1,317,1000000,2000000,98.0,99.99,14367.58287,32
search-during-insert,prefilter,1,1,1000350,10,934796,1000350,7.407451,134.999203,7407.241583,7324.438,7921.548,9022.481,100.0,,,,,,,,,,,,,,ok,during_insert_from_1m,u30,prefilter,1,350,1000000,2000000,98.0,100.0,14324.285446,32
search-during-insert,graph,1,1,1000317,75,931200,1000317,6.812655,146.785655,6812.308617,6723.644,7329.91,8299.355,99.32,,,,,,,,,,,,,,ok,during_insert_from_1m,u50,graph,1,317,1000000,2000000,98.0,99.32,21268.69973,32
search-during-insert,graph,1,1,1000164,40,931076,1000164,3.779655,264.574429,3779.379237,3778.702,4172.283,4394.098,98.04,,,,,,,,,,,,,,ok,during_insert_from_1m,u75,graph,1,164,1000000,2000000,98.0,98.04,6450.466402,32
search-during-insert,graph,1,1,1000166,40,931196,1000166,3.845157,260.067421,3844.851916,3809.544,4136.45,4429.443,98.94,,,,,,,,,,,,,,ok,during_insert_from_1m,u100,graph,1,166,1000000,2000000,98.0,98.94,6632.51683,32
