dataset,bucket_name,selectivity,thread,route_decision,qps,query_p99_latency_us,query_p999_latency_us,cpu_pct,mean_ios,real_read_iops,real_read_mb_s,real_iops,real_mb_s,real_qd,real_read_await_ms,real_ssd_lat_status,real_ssd_lat_p50_ms,real_ssd_lat_p95_ms,real_ssd_lat_p99_ms,fio_matched_iodepth,fio_matched_achieved_qd,fio_iops,fio_mb_s,fio_bw_mb_s,iops_vs_fio_ratio,bw_vs_fio_ratio,fio_lat_mean_ms,fio_lat_p99_ms,fio_capacity_ratio,disk_metrics_status,bottleneck_conclusion
gist960,u0p5,0.005,4,prefilter,7273.321289,653.0,2877.0,765.510407,96.0,0.0,0.0,0.0,0.0,0.0,,unavailable_no_events,,,,1,1.0,39179.794007,306.0921401977539,306.0921401977539,0.0,0.0,0.099312971246,0.156672,0.0,ok,cpu_or_algorithm_bound
gist960,u0p5,0.005,8,prefilter,8428.063477,1249.0,4521.0,821.227478,96.0,0.0,0.0,0.0,0.0,0.001993,,unavailable_no_events,,,,1,1.0,75124.062531,586.90673828125,586.90673828125,0.0,0.0,0.103697411972,0.1792,0.0,ok,cpu_or_algorithm_bound
gist960,u1,0.01,1,graph,273.55661,4243.0,6135.0,259.410916,119.245003,31545.837691,232.145593,31545.837691,232.145593,3.260578,0.103352,ok_bpftrace,0.1,0.13,0.16,4,4.0,38989.50035,304.6062526702881,304.6062526702881,0.8090854565413789,0.7621169656398322,0.09991559684899999,0.156672,0.8090854565413789,ok,inconclusive_mixed
gist960,u1,0.01,4,graph,896.360413,5207.0,6049.0,580.872909,119.050003,84010.572178,618.164003,84010.572178,618.164003,9.713338,0.115616,ok_bpftrace,0.11,0.17,0.22,8,8.0,224840.338655,1756.5724363327026,1756.5724363327026,0.37364546184440545,0.3519148941506657,0.13944821094399998,0.313344,0.37364546184440545,ok,cpu_or_algorithm_bound
gist960,u1,0.01,8,graph,1486.178223,6618.0,10348.0,975.592603,118.936996,125857.427943,925.970951,125857.427943,925.970951,16.641406,0.132224,ok_bpftrace,0.12,0.22,0.29,16,16.0,431480.950635,3370.977216720581,3370.977216720581,0.29168710173132484,0.27468917511724417,0.293376011942,0.626688,0.29168710173132484,ok,cpu_or_algorithm_bound
gist960,u5,0.05,1,graph,275.471832,4213.0,6219.0,247.76277,119.231003,31548.251713,232.171468,31548.251713,232.171468,3.244346,0.102822,ok_bpftrace,0.1,0.13,0.16,4,4.0,38989.50035,304.6062526702881,304.6062526702881,0.8091473712101571,0.7622019113682051,0.09991559684899999,0.156672,0.8091473712101571,ok,inconclusive_mixed
gist960,u5,0.05,4,graph,914.34436,5550.0,7555.0,703.970803,118.903999,83906.077342,617.472031,83906.077342,617.472031,10.034325,0.119586,ok_bpftrace,0.11,0.19,0.23,8,8.0,224840.338655,1756.5724363327026,1756.5724363327026,0.3731807105607831,0.3515209610650227,0.13944821094399998,0.313344,0.3731807105607831,ok,cpu_or_algorithm_bound
gist960,u5,0.05,8,graph,1475.364136,6607.0,9828.0,970.392274,118.872002,125798.443004,925.64923,125798.443004,925.64923,16.765446,0.133268,ok_bpftrace,0.12,0.22,0.29,16,16.0,431480.950635,3370.977216720581,3370.977216720581,0.29155039827103724,0.2745937366199431,0.293376011942,0.626688,0.29155039827103724,ok,cpu_or_algorithm_bound
gist960,u10,0.1,1,graph,273.641998,4254.0,6306.0,259.806281,119.253998,31545.466831,232.148322,31545.466831,232.148322,3.263092,0.103405,ok_bpftrace,0.1,0.13,0.16,4,4.0,38989.50035,304.6062526702881,304.6062526702881,0.809075944749828,0.7621259247467976,0.09991559684899999,0.156672,0.809075944749828,ok,inconclusive_mixed
gist960,u10,0.1,4,graph,914.199097,4993.0,5574.0,582.265606,118.943001,84010.518672,618.171396,84010.518672,618.171396,9.777473,0.11638,ok_bpftrace,0.11,0.18,0.22,8,8.0,224840.338655,1756.5724363327026,1756.5724363327026,0.3736452238710937,0.3519191029153298,0.13944821094399998,0.313344,0.3736452238710937,ok,cpu_or_algorithm_bound
gist960,u10,0.1,8,graph,1487.247925,6477.0,10668.0,970.931298,118.839996,125815.351037,925.76156,125815.351037,925.76156,16.706199,0.132783,ok_bpftrace,0.12,0.22,0.29,16,16.0,431480.950635,3370.977216720581,3370.977216720581,0.2915895843184748,0.2746270593014026,0.293376011942,0.626688,0.2915895843184748,ok,cpu_or_algorithm_bound
gist960,u25,0.25,1,graph,274.663818,4164.0,6372.0,247.725989,119.282997,31552.291041,232.185677,31552.291041,232.185677,3.25346,0.103105,ok_bpftrace,0.1,0.13,0.16,4,4.0,38989.50035,304.6062526702881,304.6062526702881,0.8092509716144644,0.762248558473691,0.09991559684899999,0.156672,0.8092509716144644,ok,inconclusive_mixed
gist960,u25,0.25,4,graph,916.913879,5180.0,7252.0,695.76058,119.105003,100843.793783,742.022649,100843.793783,742.022649,11.507178,0.114101,ok_bpftrace,0.11,0.17,0.22,8,8.0,224840.338655,1756.5724363327026,1756.5724363327026,0.4485129064751008,0.42242644462141477,0.13944821094399998,0.313344,0.4485129064751008,ok,cpu_or_algorithm_bound
gist960,u25,0.25,8,graph,1539.653442,6315.0,9781.0,973.133442,118.814003,125782.482692,925.578213,125782.482692,925.578213,16.752652,0.133191,ok_bpftrace,0.12,0.23,0.29,16,16.0,431480.950635,3370.977216720581,3370.977216720581,0.2915134086612375,0.27457266943513753,0.293376011942,0.626688,0.2915134086612375,ok,cpu_or_algorithm_bound
gist960,u50,0.5,1,graph,291.091919,3955.0,5008.0,262.158841,119.255997,33661.088788,247.703629,33661.088788,247.703629,3.339999,0.099209,ok_bpftrace,0.1,0.13,0.16,4,4.0,38989.50035,304.6062526702881,304.6062526702881,0.8633372699273383,0.8131928574300127,0.09991559684899999,0.156672,0.8633372699273383,ok,inconclusive_mixed
gist960,u50,0.5,4,graph,902.768616,6204.0,6473.0,698.44486,119.033997,100864.218169,742.169379,100864.218169,742.169379,11.732277,0.116314,ok_bpftrace,0.11,0.18,0.23,8,8.0,224840.338655,1756.5724363327026,1756.5724363327026,0.44860374598424835,0.42250997661643247,0.13944821094399998,0.313344,0.44860374598424835,ok,cpu_or_algorithm_bound
gist960,u50,0.5,8,graph,1550.431152,6327.0,9690.0,983.932005,118.820999,125768.840574,925.407459,125768.840574,925.407459,16.48111,0.131039,ok_bpftrace,0.12,0.22,0.29,16,16.0,431480.950635,3370.977216720581,3370.977216720581,0.2914817916965026,0.2745220152808605,0.293376011942,0.626688,0.2914817916965026,ok,cpu_or_algorithm_bound
gist960,u100,1.0,1,graph,269.008881,4301.0,5289.0,258.316077,119.224998,31552.193488,232.16944,31552.193488,232.16944,3.232004,0.102426,ok_bpftrace,0.1,0.13,0.16,4,4.0,38989.50035,304.6062526702881,304.6062526702881,0.8092484695818883,0.7621952535928567,0.09991559684899999,0.156672,0.8092484695818883,ok,inconclusive_mixed
gist960,u100,1.0,4,graph,928.038818,5035.0,6846.0,691.789568,118.975998,100769.218465,741.555554,100769.218465,741.555554,11.493276,0.114051,ok_bpftrace,0.11,0.17,0.22,8,8.0,224840.338655,1756.5724363327026,1756.5724363327026,0.448181225254346,0.4221605318754678,0.13944821094399998,0.313344,0.448181225254346,ok,cpu_or_algorithm_bound
gist960,u100,1.0,8,graph,1542.230713,6435.0,8042.0,976.964691,118.899002,125815.606419,925.803331,125815.606419,925.803331,16.527651,0.131364,ok_bpftrace,0.12,0.22,0.29,16,16.0,431480.950635,3370.977216720581,3370.977216720581,0.29159017619164934,0.2746394506637033,0.293376011942,0.626688,0.29159017619164934,ok,cpu_or_algorithm_bound
glove100,u0p1,0.0010004106415302228,1,prefilter,3578.360352,4533.0,13403.0,515.738784,96.0,785.57119,3.076426,785.57119,3.076426,0.072443,0.092217,ok_bpftrace,0.09,0.11,0.16,1,1.0,11561.381287,45.16164493560791,45.16164493560791,0.06794786630584723,0.06812032653784889,0.084313921252,0.10496,0.06812032653784889,ok,io_latency_or_queue_underfilled
glove100,u0p1,0.0010004106415302228,4,prefilter,12829.926758,365.0,3066.0,790.528416,96.0,0.0,0.0,0.0,0.0,0.0,,unavailable_no_events,,,,1,1.0,44007.933069,171.905987739563,171.905987739563,0.0,0.0,0.088470718646,0.136192,0.0,ok,cpu_or_algorithm_bound
glove100,u0p1,0.0010004106415302228,8,prefilter,9077.277344,1018.0,4746.0,559.027318,96.0,0.0,0.0,0.0,0.0,0.000665,,unavailable_no_events,,,,1,1.0,85823.439219,335.2478094100952,335.2478094100952,0.0,0.0,0.09080315081200001,0.150528,0.0,ok,cpu_or_algorithm_bound
glove100,u0p5,0.005000363324810691,1,prefilter,1040.694946,10548.0,19608.0,258.551756,128.0,1654.10479,6.466908,1654.10479,6.466908,0.163161,0.097091,ok_bpftrace,0.09,0.15,0.17,1,1.0,11561.381287,45.16164493560791,45.16164493560791,0.14307155424931192,0.14319469561440035,0.084313921252,0.10496,0.14319469561440035,ok,io_latency_or_queue_underfilled
glove100,u0p5,0.005000363324810691,4,prefilter,7907.552246,596.0,3627.0,650.466144,128.0,0.0,0.0,0.0,0.0,0.0,,unavailable_no_events,,,,1,1.0,44007.933069,171.905987739563,171.905987739563,0.0,0.0,0.088470718646,0.136192,0.0,ok,cpu_or_algorithm_bound
glove100,u0p5,0.005000363324810691,8,prefilter,7067.568359,1405.0,5811.0,798.538918,128.0,0.0,0.0,0.0,0.0,0.0,,unavailable_no_events,,,,1,1.0,85823.439219,335.2478094100952,335.2478094100952,0.0,0.0,0.09080315081200001,0.150528,0.0,ok,cpu_or_algorithm_bound
