actual_route,beamwidth,bucket,passes_p95_10ms,passes_primary,route,row_index,search_l,selector_type,serving_configuration,v1_avg_latency_ms,v1_p95_latency_ms,v1_recall@10,v3_avg_latency_ms,v3_bytes_per_4k,v3_mean_n_4k,v3_mean_read_size,v3_p95_latency_ms,v3_recall@10,variant
prefilter,4,u1e-01,True,True,prefilter,134,50,range,selected route/L/beamwidth,1.83427542,1.918615,98.71,1.8726480939999999,4096.0,184.439,755462.144,1.979012,98.71,retrain_each_cycle
prefilter,4,u25,True,True,prefilter,135,300,range,selected route/L/beamwidth,4.265036729,4.491637,98.45,4.084824145,4096.0,345.534,1415307.264,4.221127999999999,98.45,retrain_each_cycle
prefilter,4,u30,True,True,prefilter,136,300,range,selected route/L/beamwidth,5.081688915,5.182653,98.46,4.782476329,4096.0,345.269,1414221.824,4.94266,98.46,retrain_each_cycle
prefilter,4,u50,True,True,prefilter,137,300,range,selected route/L/beamwidth,7.9967815049999995,8.329325,98.39,7.426554956,4096.0,345.786,1416339.456,7.643487,98.39,retrain_each_cycle
mixed,8,u75,True,True,graph,138,450,range,selected route/L/beamwidth,9.40267951,10.11119,98.15,6.358551208,4096.0,526.135,2155048.96,6.686552,98.15,retrain_each_cycle
mixed,8,u100,True,True,graph,139,400,range,selected route/L/beamwidth,8.288680507999999,8.576789000000002,98.41,5.720729362,4096.0,469.799,1924296.704,6.005865,98.42,retrain_each_cycle
prefilter,4,u1e-03,True,True,prefilter,140,100,intersect,selected route/L/beamwidth,0.19878725800000002,0.218075,99.99,0.20713296,4096.0,117.308,480493.568,0.22418700000000003,99.99,no_retrain_across_cycles
prefilter,4,u3e-03,True,True,prefilter,141,75,intersect,selected route/L/beamwidth,0.285119642,0.31451100000000004,99.76,0.288652493,4096.0,112.03,458874.88,0.313733,99.76,no_retrain_across_cycles
prefilter,4,u1e-02,True,True,prefilter,142,100,intersect,selected route/L/beamwidth,0.566501048,0.621126,99.63,0.570723631,4096.0,147.833,605523.968,0.616202,99.63,no_retrain_across_cycles
prefilter,4,u5e-02,True,True,prefilter,143,50,intersect,selected route/L/beamwidth,1.440290898,1.491283,99.09,1.4481723819999999,4096.0,184.797,756928.512,1.500146,99.09,no_retrain_across_cycles
prefilter,4,u1e-01,True,True,prefilter,144,50,intersect,selected route/L/beamwidth,2.141416366,2.238815,98.62,2.188824511,4096.0,184.842,757112.832,2.262525,98.62,no_retrain_across_cycles
prefilter,4,u25,True,True,prefilter,145,300,intersect,selected route/L/beamwidth,4.7449588270000005,4.86181,98.76,4.412211989,4096.0,345.383,1414688.768,4.587262,98.76,no_retrain_across_cycles
prefilter,4,u30,True,True,prefilter,146,250,intersect,selected route/L/beamwidth,5.392606481,5.65283,98.07,4.938635815,4096.0,287.75,1178624.0,5.1882839999999995,98.07,no_retrain_across_cycles
prefilter,4,u50,True,True,prefilter,147,300,intersect,selected route/L/beamwidth,8.072212634,8.328408999999999,98.31,7.540257998,4096.0,346.321,1418530.816,7.785244,98.31,no_retrain_across_cycles
graph,8,u75,True,True,graph,148,470,intersect,selected route/L/beamwidth,9.758985291,10.356440000000001,98.08,6.6625290800000005,4096.0,554.231,2270130.176,7.096012,98.08,no_retrain_across_cycles
graph,8,u100,True,True,graph,149,400,intersect,selected route/L/beamwidth,8.369940053,8.911031000000001,98.22,5.811544881,4096.0,475.172,1946304.512,6.272735,98.22,no_retrain_across_cycles
prefilter,4,u1e-03,True,True,prefilter,150,50,range,selected route/L/beamwidth,0.190939033,0.21087799999999998,99.99,0.201360926,4096.0,112.658,461447.168,0.21968600000000002,99.99,no_retrain_across_cycles
prefilter,4,u3e-03,True,True,prefilter,151,50,range,selected route/L/beamwidth,0.279077738,0.309379,99.76,0.295292793,4096.0,112.03,458874.88,0.326135,99.76,no_retrain_across_cycles
prefilter,4,u1e-02,True,True,prefilter,152,50,range,selected route/L/beamwidth,0.5607280560000001,0.615564,99.63,0.582832341,4096.0,147.833,605523.968,0.620115,99.63,no_retrain_across_cycles
prefilter,4,u5e-02,True,True,prefilter,153,50,range,selected route/L/beamwidth,1.473733389,1.550391,99.09,1.4606411049999999,4096.0,184.797,756928.512,1.512923,99.09,no_retrain_across_cycles
prefilter,4,u1e-01,True,True,prefilter,154,100,range,selected route/L/beamwidth,2.1877553269999996,2.2739520000000004,98.62,2.229985955,4096.0,184.842,757112.832,2.314586,98.62,no_retrain_across_cycles
prefilter,4,u25,True,True,prefilter,155,250,range,selected route/L/beamwidth,4.6434195570000005,4.816652,98.25,4.355428713999999,4096.0,287.808,1178861.568,4.541556,98.25,no_retrain_across_cycles
prefilter,4,u30,True,True,prefilter,156,300,range,selected route/L/beamwidth,5.515105553000001,5.707849,98.59,5.02423894,4096.0,345.374,1414651.904,5.166647,98.59,no_retrain_across_cycles
prefilter,4,u50,True,True,prefilter,157,300,range,selected route/L/beamwidth,8.280045796,8.584254999999999,98.31,7.617920558,4096.0,346.321,1418530.816,7.79519,98.31,no_retrain_across_cycles
mixed,8,u75,True,True,graph,158,470,range,selected route/L/beamwidth,10.194807736000001,9.996403,98.08,6.692427336,4096.0,554.188,2269954.048,7.112367,98.07,no_retrain_across_cycles
mixed,8,u100,True,True,graph,159,400,range,selected route/L/beamwidth,8.422630942,8.800182000000001,98.21,6.008050905,4096.0,475.084,1945944.064,6.271667000000001,98.22,no_retrain_across_cycles
prefilter,4,u1e-03,True,True,prefilter,160,75,intersect,selected route/L/beamwidth,0.166125856,0.187863,99.97,0.157894314,4096.0,109.686,449273.856,0.174798,99.97,retrain_each_cycle
prefilter,4,u3e-03,True,True,prefilter,161,100,intersect,selected route/L/beamwidth,0.212909061,0.234848,99.81,0.22172846599999999,4096.0,115.054,471261.184,0.26396,99.81,retrain_each_cycle
prefilter,4,u1e-02,True,True,prefilter,162,100,intersect,selected route/L/beamwidth,0.385107908,0.424449,99.63,0.397040143,4096.0,146.7,600883.2,0.426879,99.63,retrain_each_cycle
prefilter,4,u5e-02,True,True,prefilter,163,75,intersect,selected route/L/beamwidth,1.1522894920000002,1.2154010000000002,99.32,1.1633530049999998,4096.0,184.086,754016.256,1.23041,99.32,retrain_each_cycle
prefilter,4,u1e-01,True,True,prefilter,164,75,intersect,selected route/L/beamwidth,1.80369259,1.9013710000000001,98.9,1.883325967,4096.0,183.641,752193.536,2.032612,98.9,retrain_each_cycle
prefilter,4,u25,True,True,prefilter,165,250,intersect,selected route/L/beamwidth,4.234073229,4.434709,98.57,4.031178788,4096.0,287.456,1177419.776,4.236286,98.57,retrain_each_cycle
prefilter,4,u30,True,True,prefilter,166,300,intersect,selected route/L/beamwidth,4.919916712,5.096522,98.92,4.7946948030000005,4096.0,344.83,1412423.68,4.97094,98.92,retrain_each_cycle
prefilter,4,u50,True,True,prefilter,167,300,intersect,selected route/L/beamwidth,7.883352117,8.296201,98.5,7.39621446,4096.0,344.157,1409667.072,7.5602529999999994,98.5,retrain_each_cycle
graph,8,u75,True,True,graph,168,400,intersect,selected route/L/beamwidth,8.21508784,8.494449000000001,98.3,5.628112164999999,4096.0,465.968,1908604.928,5.976778,98.31,retrain_each_cycle
graph,4,u100,True,True,graph,169,300,intersect,selected route/L/beamwidth,6.445470187,8.504157,98.02,7.531557895,4096.0,353.085,1446236.16,7.799512,98.02,retrain_each_cycle
prefilter,4,u1e-03,True,True,prefilter,170,50,range,selected route/L/beamwidth,0.165533272,0.180529,99.97,0.15919086799999999,4096.0,109.686,449273.856,0.180006,99.97,retrain_each_cycle
prefilter,4,u3e-03,True,True,prefilter,171,75,range,selected route/L/beamwidth,0.21218214,0.22975700000000002,99.8,0.215314581,4096.0,110.456,452427.776,0.233746,99.8,retrain_each_cycle
prefilter,4,u1e-02,True,True,prefilter,172,100,range,selected route/L/beamwidth,0.396019337,0.429659,99.63,0.405601073,4096.0,146.7,600883.2,0.432156,99.63,retrain_each_cycle
prefilter,4,u5e-02,True,True,prefilter,173,75,range,selected route/L/beamwidth,1.180059788,1.260451,99.32,1.1789582,4096.0,184.086,754016.256,1.234717,99.32,retrain_each_cycle
prefilter,4,u1e-01,True,True,prefilter,174,75,range,selected route/L/beamwidth,1.816132787,1.916314,98.9,1.861786046,4096.0,183.641,752193.536,1.9246020000000001,98.9,retrain_each_cycle
prefilter,4,u25,True,True,prefilter,175,250,range,selected route/L/beamwidth,4.250613191999999,4.612475000000001,98.57,4.038043248,4096.0,287.456,1177419.776,4.158275,98.57,retrain_each_cycle
prefilter,4,u30,True,True,prefilter,176,250,range,selected route/L/beamwidth,4.9651268250000005,5.142245,98.37,4.605477859,4096.0,287.372,1177075.712,4.783405,98.37,retrain_each_cycle
prefilter,4,u50,True,True,prefilter,177,300,range,selected route/L/beamwidth,7.891833011,8.190644,98.5,7.450315739,4096.0,344.157,1409667.072,7.655583,98.5,retrain_each_cycle
mixed,8,u75,True,True,graph,178,400,range,selected route/L/beamwidth,8.239188481,8.537785,98.3,5.681751891,4096.0,465.954,1908547.584,6.0111170000000005,98.3,retrain_each_cycle
mixed,4,u100,True,True,graph,179,300,range,selected route/L/beamwidth,6.345860069,6.598103,98.02,7.076235267,4096.0,353.095,1446277.12,7.393479,98.02,retrain_each_cycle
prefilter,4,u1e-03,True,True,prefilter,180,50,intersect,selected route/L/beamwidth,0.200273413,0.21806999999999999,99.97,0.202360568,4096.0,112.198,459563.008,0.2204,99.97,no_retrain_across_cycles
prefilter,4,u3e-03,True,True,prefilter,181,50,intersect,selected route/L/beamwidth,0.27022852599999997,0.29916699999999996,99.74,0.292736066,4096.0,113.317,464146.432,0.319753,99.74,no_retrain_across_cycles
prefilter,4,u1e-02,True,True,prefilter,182,75,intersect,selected route/L/beamwidth,0.545184259,0.59377,99.6,0.568451472,4096.0,147.78,605306.88,0.609891,99.6,no_retrain_across_cycles
prefilter,4,u5e-02,True,True,prefilter,183,50,intersect,selected route/L/beamwidth,1.452034978,1.509742,99.2,1.451262592,4096.0,184.752,756744.192,1.510117,99.2,no_retrain_across_cycles
prefilter,4,u1e-01,True,True,prefilter,184,50,intersect,selected route/L/beamwidth,2.1963606880000004,2.2773090000000002,98.79,2.2472766109999998,4096.0,184.496,755695.616,2.4131060000000004,98.79,no_retrain_across_cycles
prefilter,4,u25,True,True,prefilter,185,200,intersect,selected route/L/beamwidth,4.514959481,4.732336,98.07,4.2709698099999995,4096.0,230.422,943808.512,4.462532,98.07,no_retrain_across_cycles
prefilter,4,u30,True,True,prefilter,186,250,intersect,selected route/L/beamwidth,5.337834967,5.48318,98.55,5.088453692,4096.0,287.817,1178898.432,5.394103,98.55,no_retrain_across_cycles
prefilter,4,u50,True,True,prefilter,187,300,intersect,selected route/L/beamwidth,8.292069526999999,8.691455,98.43,7.6619338390000005,4096.0,346.148,1417822.208,8.072999,98.43,no_retrain_across_cycles
graph,8,u75,True,True,graph,188,450,intersect,selected route/L/beamwidth,9.155023813,9.517218000000002,98.12,6.387075937,4096.0,531.959,2178904.064,6.788408,98.12,no_retrain_across_cycles
graph,8,u100,True,True,graph,189,400,intersect,selected route/L/beamwidth,8.192582687,8.555439,98.26,5.747259068,4096.0,475.492,1947615.232,6.124560000000001,98.25,no_retrain_across_cycles
prefilter,4,u1e-03,True,True,prefilter,190,50,range,selected route/L/beamwidth,0.193901765,0.221435,99.97,0.198962485,4096.0,112.198,459563.008,0.213826,99.97,no_retrain_across_cycles
prefilter,4,u3e-03,True,True,prefilter,191,50,range,selected route/L/beamwidth,0.281830494,0.308938,99.74,0.302703915,4096.0,113.317,464146.432,0.32750599999999996,99.74,no_retrain_across_cycles
prefilter,4,u1e-02,True,True,prefilter,192,50,range,selected route/L/beamwidth,0.554548028,0.603583,99.6,0.5792773120000001,4096.0,147.78,605306.88,0.618679,99.6,no_retrain_across_cycles
prefilter,4,u5e-02,True,True,prefilter,193,100,range,selected route/L/beamwidth,1.4385015,1.512459,99.2,1.4780575759999999,4096.0,184.752,756744.192,1.5339079999999998,99.2,no_retrain_across_cycles
prefilter,4,u1e-01,True,True,prefilter,194,75,range,selected route/L/beamwidth,2.191369612,2.270306,98.79,2.22038206,4096.0,184.496,755695.616,2.2807370000000002,98.79,no_retrain_across_cycles
prefilter,4,u25,True,True,prefilter,195,200,range,selected route/L/beamwidth,4.612387232,5.003675,98.07,4.4429748920000005,4096.0,230.422,943808.512,4.7112680000000005,98.07,no_retrain_across_cycles
prefilter,4,u30,True,True,prefilter,196,250,range,selected route/L/beamwidth,5.380034128,5.5390690000000005,98.55,5.067600431,4096.0,287.817,1178898.432,5.361958,98.55,no_retrain_across_cycles
prefilter,4,u50,True,True,prefilter,197,300,range,selected route/L/beamwidth,8.170753721,8.479965,98.43,7.826280059,4096.0,346.148,1417822.208,8.202767,98.43,no_retrain_across_cycles
mixed,8,u75,True,True,graph,198,450,range,selected route/L/beamwidth,9.321992047,9.680664,98.12,6.465933154,4096.0,531.927,2178772.992,6.872328,98.12,no_retrain_across_cycles
mixed,8,u100,True,True,graph,199,400,range,selected route/L/beamwidth,8.381649611999999,8.738907999999999,98.26,5.817345733,4096.0,475.563,1947906.048,6.22226,98.26,no_retrain_across_cycles
